workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n2048_b256,2048,256,20,avx512_logical,AVX512,0.256418,112.456380,132.000000,5.3246,5.9100,3,0,3,3,0,ok,-
throughput,n2048_b1024,2048,1024,1,baseline_sse42_1t,SSE4_2,6.151454,18.750586,144.000000,0.8878,1.0000,3,0,3,3,0,ok,-
throughput,n2048_b1024,2048,1024,10,avx512_phys,AVX512,0.756955,152.378094,144.000000,7.2149,8.1266,3,0,3,3,0,ok,-
throughput,n2048_b1024,2048,1024,20,avx512_logical,AVX512,0.751579,153.468113,144.000000,7.2665,8.1847,3,0,3,3,0,ok,-
throughput,n4096_b1,4096,1,1,baseline_sse42_1t,SSE4_2,0.011253,21.839509,16.030000,1.0341,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b1,4096,1,10,avx512_phys,AVX512,0.005505,44.645755,16.030000,2.1139,2.0443,3,0,3,3,0,ok,-
throughput,n4096_b1,4096,1,20,avx512_logical,AVX512,0.005743,42.792965,16.030000,2.0262,1.9594,3,0,3,3,0,ok,-
throughput,n4096_b10,4096,10,1,baseline_sse42_1t,SSE4_2,0.127183,19.323287,128.440000,0.9149,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b10,4096,10,10,avx512_phys,AVX512,0.021930,112.067367,128.440000,5.3062,5.7996,3,0,3,3,0,ok,-
throughput,n4096_b10,4096,10,20,avx512_logical,AVX512,0.021942,112.002674,128.440000,5.3032,5.7963,3,0,3,3,0,ok,-
throughput,n4096_b16,4096,16,1,baseline_sse42_1t,SSE4_2,0.206403,19.050855,128.500000,0.9020,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b16,4096,16,10,avx512_phys,AVX512,0.033740,116.542976,128.500000,5.5181,6.1175,3,0,3,3,0,ok,-
throughput,n4096_b16,4096,16,20,avx512_logical,AVX512,0.033948,115.827778,128.500000,5.4843,6.0799,3,0,3,3,0,ok,-
throughput,n4096_b150,4096,150,1,baseline_sse42_1t,SSE4_2,1.979808,18.619984,135.940000,0.8816,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b150,4096,150,10,avx512_phys,AVX512,0.235288,156.675852,135.940000,7.4184,8.4144,3,0,3,3,0,ok,-
throughput,n4096_b150,4096,150,20,avx512_logical,AVX512,0.379782,97.066126,135.940000,4.5959,5.2130,3,0,3,3,0,ok,-
throughput,n4096_b256,4096,256,1,baseline_sse42_1t,SSE4_2,3.319943,18.950492,136.000000,0.8973,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b256,4096,256,10,avx512_phys,AVX512,0.395030,159.265405,136.000000,7.5410,8.4043,3,0,3,3,0,ok,-
throughput,n4096_b256,4096,256,20,avx512_logical,AVX512,0.680845,92.406628,136.000000,4.3753,4.8762,3,0,3,3,0,ok,-
throughput,n4096_b1024,4096,1024,1,baseline_sse42_1t,SSE4_2,13.311657,18.905103,160.000000,0.8951,1.0000,3,0,3,3,0,ok,-
throughput,n4096_b1024,4096,1024,10,avx512_phys,AVX512,1.583222,158.953223,160.000000,7.5262,8.4080,3,0,3,3,0,ok,-
throughput,n4096_b1024,4096,1024,20,avx512_logical,AVX512,3.664028,68.683499,160.000000,3.2521,3.6331,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.026424,20.151123,32.060000,0.9541,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.009928,53.635967,32.060000,2.5396,2.6617,3,0,3,3,0,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.011259,47.292320,32.060000,2.2392,2.3469,3,0,3,3,0,ok,-
throughput,n8192_b10,8192,10,1,baseline_sse42_1t,SSE4_2,0.273425,19.474468,129.380000,0.9221,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b10,8192,10,10,avx512_phys,AVX512,0.040719,130.769420,129.380000,6.1917,6.7149,3,0,3,3,0,ok,-
throughput,n8192_b10,8192,10,20,avx512_logical,AVX512,0.307526,17.314978,129.380000,0.8198,0.8891,3,0,3,3,0,ok,-
throughput,n8192_b16,8192,16,1,baseline_sse42_1t,SSE4_2,0.438982,19.407826,129.000000,0.9189,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b16,8192,16,10,avx512_phys,AVX512,0.065536,129.999339,129.000000,6.1553,6.6983,3,0,3,3,0,ok,-
throughput,n8192_b16,8192,16,20,avx512_logical,AVX512,0.061134,139.360749,129.000000,6.5985,7.1806,3,0,3,3,0,ok,-
throughput,n8192_b150,8192,150,1,baseline_sse42_1t,SSE4_2,4.143776,19.275173,140.620000,0.9127,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b150,8192,150,10,avx512_phys,AVX512,0.468689,170.415898,140.620000,8.0689,8.8412,3,0,3,3,0,ok,-
throughput,n8192_b150,8192,150,20,avx512_logical,AVX512,1.321153,60.456299,140.620000,2.8625,3.1365,3,0,3,3,0,ok,-
throughput,n8192_b256,8192,256,1,baseline_sse42_1t,SSE4_2,7.023471,19.408478,144.000000,0.9190,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b256,8192,256,10,avx512_phys,AVX512,0.811137,168.054008,144.000000,7.9571,8.6588,3,0,3,3,0,ok,-
throughput,n8192_b256,8192,256,20,avx512_logical,AVX512,1.190469,114.505191,144.000000,5.4216,5.8998,3,0,3,3,0,ok,-
throughput,n8192_b1024,8192,1024,1,baseline_sse42_1t,SSE4_2,28.834922,18.909693,320.000000,0.8953,1.0000,3,0,3,3,0,ok,-
throughput,n8192_b1024,8192,1024,10,avx512_phys,AVX512,3.262585,167.125018,320.000000,7.9131,8.8381,3,0,3,3,0,ok,-
throughput,n8192_b1024,8192,1024,20,avx512_logical,AVX512,6.588516,82.759075,320.000000,3.9185,4.3765,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.068042,16.855389,64.120000,0.7981,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.016453,69.706437,64.120000,3.3005,4.1356,3,0,3,3,0,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.017796,64.447150,64.120000,3.0515,3.8235,3,0,3,3,0,ok,-
throughput,n16384_b10,16384,10,1,baseline_sse42_1t,SSE4_2,0.686552,16.704917,131.250000,0.7910,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b10,16384,10,10,avx512_phys,AVX512,0.083476,137.390388,131.250000,6.5052,8.2245,3,0,3,3,0,ok,-
throughput,n16384_b10,16384,10,20,avx512_logical,AVX512,2.002856,5.726222,131.250000,0.2711,0.3428,3,0,3,3,0,ok,-
throughput,n16384_b16,16384,16,1,baseline_sse42_1t,SSE4_2,1.093866,16.775437,130.000000,0.7943,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b16,16384,16,10,avx512_phys,AVX512,0.143339,128.018753,130.000000,6.0615,7.6313,3,0,3,3,0,ok,-
throughput,n16384_b16,16384,16,20,avx512_logical,AVX512,0.133501,137.452753,130.000000,6.5082,8.1937,3,0,3,3,0,ok,-
throughput,n16384_b150,16384,150,1,baseline_sse42_1t,SSE4_2,10.508308,16.371047,168.750000,0.7751,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b150,16384,150,10,avx512_phys,AVX512,1.152456,149.274289,168.750000,7.0679,9.1182,3,0,3,3,0,ok,-
throughput,n16384_b150,16384,150,20,avx512_logical,AVX512,1.177877,146.052601,168.750000,6.9154,8.9214,3,0,3,3,0,ok,-
throughput,n16384_b256,16384,256,1,baseline_sse42_1t,SSE4_2,17.778926,16.514005,160.000000,0.7819,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b256,16384,256,10,avx512_phys,AVX512,1.921209,152.821077,160.000000,7.2358,9.2540,3,0,3,3,0,ok,-
throughput,n16384_b256,16384,256,20,avx512_logical,AVX512,5.098184,57.589385,160.000000,2.7268,3.4873,3,0,3,3,0,ok,-
throughput,n16384_b1024,16384,1024,1,baseline_sse42_1t,SSE4_2,71.216483,16.490636,640.000000,0.7808,1.0000,3,0,3,3,0,ok,-
throughput,n16384_b1024,16384,1024,10,avx512_phys,AVX512,7.101361,165.377471,640.000000,7.8304,10.0286,3,0,3,3,0,ok,-
throughput,n16384_b1024,16384,1024,20,avx512_logical,AVX512,7.934384,148.014662,640.000000,7.0083,8.9757,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,1,baseline_sse42_1t,SSE4_2,0.158067,15.547870,128.250000,0.7362,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,10,avx512_phys,AVX512,0.030145,81.525056,128.250000,3.8601,5.2435,3,0,3,3,0,ok,-
throughput,n32768_b1,32768,1,20,avx512_logical,AVX512,0.028771,85.419346,128.250000,4.0445,5.4940,3,0,3,3,0,ok,-
throughput,n32768_b10,32768,10,1,baseline_sse42_1t,SSE4_2,1.582990,15.525047,132.500000,0.7351,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b10,32768,10,10,avx512_phys,AVX512,0.158910,154.653902,132.500000,7.3226,9.9616,3,0,3,3,0,ok,-
throughput,n32768_b10,32768,10,20,avx512_logical,AVX512,2.666349,9.217099,132.500000,0.4364,0.5937,3,0,3,3,0,ok,-
throughput,n32768_b16,32768,16,1,baseline_sse42_1t,SSE4_2,2.566972,15.318284,132.000000,0.7253,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b16,32768,16,10,avx512_phys,AVX512,0.263131,149.437163,132.000000,7.0756,9.7555,3,0,3,3,0,ok,-
throughput,n32768_b16,32768,16,20,avx512_logical,AVX512,0.289027,136.048189,132.000000,6.4417,8.8814,3,0,3,3,0,ok,-
throughput,n32768_b150,32768,150,1,baseline_sse42_1t,SSE4_2,23.895071,15.427449,187.500000,0.7305,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b150,32768,150,10,avx512_phys,AVX512,2.362325,156.049654,187.500000,7.3887,10.1151,3,0,3,3,0,ok,-
throughput,n32768_b150,32768,150,20,avx512_logical,AVX512,3.126166,117.920801,187.500000,5.5834,7.6436,3,0,3,3,0,ok,-
throughput,n32768_b256,32768,256,1,baseline_sse42_1t,SSE4_2,41.031333,15.333297,320.000000,0.7260,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b256,32768,256,10,avx512_phys,AVX512,3.699509,170.061934,320.000000,8.0522,11.0910,3,0,3,3,0,ok,-
throughput,n32768_b256,32768,256,20,avx512_logical,AVX512,4.335679,145.108898,320.000000,6.8707,9.4636,3,0,3,3,0,ok,-
throughput,n32768_b1024,32768,1024,1,baseline_sse42_1t,SSE4_2,162.390521,15.497102,1280.000000,0.7338,1.0000,3,0,3,3,0,ok,-
throughput,n32768_b1024,32768,1024,10,avx512_phys,AVX512,15.007098,167.692811,1280.000000,7.9400,10.8209,3,0,3,3,0,ok,-
throughput,n32768_b1024,32768,1024,20,avx512_logical,AVX512,16.665492,151.005590,1280.000000,7.1499,9.7441,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,1,baseline_sse42_1t,SSE4_2,0.390318,13.432341,128.500000,0.6360,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,10,avx512_phys,AVX512,0.058358,89.840467,128.500000,4.2538,6.6884,3,0,3,3,0,ok,-
throughput,n65536_b1,65536,1,20,avx512_logical,AVX512,0.117677,44.553267,128.500000,2.1095,3.3169,3,0,3,3,0,ok,-
throughput,n65536_b10,65536,10,1,baseline_sse42_1t,SSE4_2,3.882352,13.504390,135.000000,0.6394,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b10,65536,10,10,avx512_phys,AVX512,0.399647,131.187883,135.000000,6.2115,9.7145,3,0,3,3,0,ok,-
throughput,n65536_b10,65536,10,20,avx512_logical,AVX512,1.302882,40.240625,135.000000,1.9053,2.9798,3,0,3,3,0,ok,-
throughput,n65536_b16,65536,16,1,baseline_sse42_1t,SSE4_2,6.226510,13.472407,136.000000,0.6379,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b16,65536,16,10,avx512_phys,AVX512,0.700121,119.816546,136.000000,5.6731,8.8935,3,0,3,3,0,ok,-
throughput,n65536_b16,65536,16,20,avx512_logical,AVX512,0.646953,129.663396,136.000000,6.1394,9.6244,3,0,3,3,0,ok,-
throughput,n65536_b150,65536,150,1,baseline_sse42_1t,SSE4_2,56.960429,13.806638,375.000000,0.6537,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b150,65536,150,10,avx512_phys,AVX512,5.074645,154.972801,375.000000,7.3377,11.2245,3,0,3,3,0,ok,-
throughput,n65536_b150,65536,150,20,avx512_logical,AVX512,7.847454,100.214927,375.000000,4.7450,7.2585,3,0,3,3,0,ok,-
throughput,n65536_b256,65536,256,1,baseline_sse42_1t,SSE4_2,97.176131,13.811800,640.000000,0.6540,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b256,65536,256,10,avx512_phys,AVX512,9.266162,144.847168,640.000000,6.8583,10.4872,3,0,3,3,0,ok,-
throughput,n65536_b256,65536,256,20,avx512_logical,AVX512,12.032495,111.546052,640.000000,5.2815,8.0761,3,0,3,3,0,ok,-
throughput,n65536_b1024,65536,1024,1,baseline_sse42_1t,SSE4_2,376.691624,14.252266,2560.000000,0.6748,1.0000,3,0,3,3,0,ok,-
throughput,n65536_b1024,65536,1024,10,avx512_phys,AVX512,36.389381,147.535051,2560.000000,6.9856,10.3517,3,0,3,3,0,ok,-
throughput,n65536_b1024,65536,1024,20,avx512_logical,AVX512,35.819586,149.881942,2560.000000,7.0967,10.5164,3,0,3,3,0,ok,-
