set_id,manifest,profile_id,workload,case_id,n,batch,threads_field,timing_mode,run_count,fwd_ms_mean,fwd_ms_std,bwd_ms_mean,bwd_ms_std,fwd_gflops_std,bwd_gflops_std,mem_mb_mean,fwd_gflops_mean,bwd_gflops_mean,mkl_fwd_profile,mkl_fwd_ms,mkl_fwd_gflops,mkl_bwd_profile,mkl_bwd_ms,mkl_bwd_gflops,fwd_gflops_speedup_vs_mkl,bwd_gflops_speedup_vs_mkl,fwd_latency_speedup_vs_mkl,bwd_latency_speedup_vs_mkl,gpu_beats_mkl_fwd,gpu_beats_mkl_bwd
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n256_b16384,256,16384,1,compute,1,0.100344,0.0,0.099994,0.0,0.0,0.0,64.0,1671.969986,1677.8290070000003,avx512_phys,1.319483,127.15,avx512_phys,1.337387,125.45,13.149586991742037,13.374483913909927,13.149595391852028,13.374672480348822,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n256_b32768,256,32768,1,compute,1,0.197478,0.0,0.197939,0.0,0.0,0.0,128.0,1699.144398,1695.1887810000003,avx512_logical,2.893124,115.98,avx512_phys,2.898137,115.78,14.65032245214692,14.641464683019523,14.650361052876777,14.641566341145506,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n256_b65536,256,65536,1,compute,1,0.392504,0.0,0.392141,0.0,0.0,0.0,256.0,1709.762547,1711.3461560000003,avx512_logical,5.900861,113.73,avx512_logical,5.951418,112.76,15.033522790820363,15.176890351188366,15.033887552738316,15.176729798720359,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b1,512,1,1,compute,1,0.003123,0.0,0.003085,0.0,0.0,0.0,0.01,7.3770489999999995,7.468880000000001,avx512_phys,0.000386,59.69,avx512_logical,0.000357,64.54,0.12358936170212766,0.11572482181592812,0.12359910342619276,0.11572123176661264,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b2,512,2,1,compute,1,0.003123,0.0,0.003123,0.0,0.0,0.0,0.02,14.754099,14.754099,baseline_sse42_1t,0.001362,33.83,avx512_phys,0.000949,48.56,0.4361247117942655,0.30383235172981876,0.43611911623439,0.3038744796669869,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b4,512,4,1,compute,1,0.003219,0.0,0.003219,0.0,0.0,0.0,0.03,28.628231,28.628231,avx512_phys,0.002233,41.27,avx512_phys,0.00115,80.14,0.6936813908408044,0.3572277389568255,0.6936936936936937,0.35725380552966757,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b8,512,8,1,compute,1,0.003226,0.0,0.003174,0.0,0.0,0.0,0.06,57.142858000000004,58.064517,avx512_phys,0.002564,71.89,avx512_phys,0.001654,111.44,0.7948651829183475,0.5210383793969849,0.7947923124612523,0.5211090107120353,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b16,512,16,1,compute,1,0.003226,0.0,0.003174,0.0,0.0,0.0,0.12,114.285715,116.129034,avx512_phys,0.003758,98.09,avx512_phys,0.002135,172.67,1.165110765623407,0.6725489894017491,1.1649101053936763,0.6726528040327663,True,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b32,512,32,1,compute,1,0.003226,0.0,0.003226,0.0,0.0,0.0,0.25,228.57143,228.57143,avx512_phys,0.003505,210.35,avx512_phys,0.002673,275.82,1.0866243403850724,0.8286978101660503,1.0864848109113452,0.828580285182889,True,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b64,512,64,1,compute,1,0.003379,0.0,0.003363,0.0,0.0,0.0,0.5,436.363633,438.43959399999994,avx512_phys,0.003881,379.94,avx512_phys,0.00349,422.51,1.1485066931620782,1.037702288703226,1.1485646641018052,1.0377639012786202,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b128,512,128,1,compute,1,0.003584,0.0,0.003533,0.0,0.0,0.0,1.0,822.857121,834.7825900000001,avx512_phys,0.005235,563.35,avx512_phys,0.005379,548.27,1.4606498997071091,1.5225757199919752,1.4606584821428572,1.5225021228417774,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b256,512,256,1,compute,1,0.004355,0.0,0.004403,0.0,0.0,0.0,2.0,1354.298308,1339.534884,avx512_logical,0.008553,689.61,avx512_logical,0.008705,677.57,1.9638611795072576,1.976968998037103,1.9639494833524682,1.9770610947081535,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b512,512,512,1,compute,1,0.005632,0.0,0.005632,0.0,0.0,0.0,4.0,2094.545438,2094.545438,avx512_logical,0.014965,788.27,avx512_phys,0.016321,722.78,2.657142144189174,2.8979017654057944,2.657137784090909,2.8979048295454546,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b1024,512,1024,1,compute,1,0.01449,0.0,0.013875,0.0,0.0,0.0,8.0,1628.2685439999998,1700.369022,avx512_logical,0.030172,781.95,avx512_logical,0.030737,767.58,2.082317979410448,2.215233619948409,2.082263630089717,2.2152792792792795,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b2048,512,2048,1,compute,1,0.027597,0.0,0.027392,0.0,0.0,0.0,16.0,1709.833115,1722.616825,avx512_logical,0.121917,387.03,avx512_logical,0.117015,403.25,4.417830956256621,4.27183341599504,4.417762800304381,4.271867698598131,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b4096,512,4096,1,compute,1,0.051978,0.0,0.052019,0.0,0.0,0.0,32.0,1815.6252390000002,1814.1731340000001,avx512_logical,0.488258,193.28,avx512_logical,0.502057,187.97,9.393756410389074,9.651397212321116,9.3935511177806,9.651415828831771,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b8192,512,8192,1,compute,1,0.101171,0.0,0.10112,0.0,0.0,0.0,64.0,1865.587127,1866.5317360000001,avx512_logical,1.304683,144.67,avx512_logical,1.268372,148.81,12.89546642012857,12.54305312814999,12.895819948404188,12.54323575949367,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b16384,512,16384,1,compute,1,0.198622,0.0,0.198298,0.0,0.0,0.0,128.0,1900.5275809999998,1903.6406269999998,avx512_logical,2.81104,134.29,avx512_logical,2.827194,133.52,14.152413292128974,14.257344420311561,14.152712186968213,14.257299619764193,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b32768,512,32768,1,compute,1,0.39383,0.0,0.394138,0.0,0.0,0.0,256.0,1917.0047060000002,1915.5105359999998,avx512_logical,5.780767,130.6,avx512_logical,5.818462,129.76,14.678443384379788,14.761949260172626,14.678330751847243,14.762499429133959,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n512_b65536,512,65536,1,compute,1,0.784538,0.0,0.783923,0.0,0.0,0.0,512.0,1924.636164,1926.14461,avx512_logical,11.646291,129.65,avx512_logical,11.762393,128.37,14.844860501349787,15.004632001246398,14.84477616125669,15.00452595471749,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b1,1024,1,1,compute,1,0.00343,0.0,0.003427,0.0,0.0,0.0,0.02,14.925372999999999,14.939309,avx512_phys,0.001216,42.11,avx512_logical,0.000761,67.28,0.35443773450486815,0.22204680439952437,0.3545189504373178,0.22206011088415523,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b2,1024,2,1,compute,1,0.00384,0.0,0.00384,0.0,0.0,0.0,0.03,26.666665000000002,26.666665000000002,avx512_logical,0.002544,40.25,avx512_phys,0.00197,51.98,0.6625258385093168,0.513017795305887,0.6625,0.5130208333333333,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b4,1024,4,1,compute,1,0.00384,0.0,0.00384,0.0,0.0,0.0,0.06,53.33333100000001,53.33333100000001,avx512_logical,0.002764,74.1,avx512_phys,0.002046,100.1,0.7197480566801621,0.5328005094905096,0.7197916666666666,0.5328125,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b8,1024,8,1,compute,1,0.003888,0.0,0.003891,0.0,0.0,0.0,0.12,105.349789,105.263163,avx512_logical,0.003887,105.38,avx512_logical,0.002778,147.44,0.9997133137217689,0.713938978567553,0.9997427983539094,0.7139552814186585,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b16,1024,16,1,compute,1,0.003886,0.0,0.003883,0.0,0.0,0.0,0.25,210.78632300000004,210.960025,avx512_phys,0.003808,215.13,avx512_phys,0.002931,279.5,0.9798090596383584,0.7547764758497316,0.979927946474524,0.7548287406644347,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b32,1024,32,1,compute,1,0.00384,0.0,0.00384,0.0,0.0,0.0,0.5,426.666646,426.666646,avx512_logical,0.004873,336.22,avx512_phys,0.004379,374.15,1.269010308726429,1.1403625444340506,1.2690104166666665,1.1403645833333333,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b64,1024,64,1,compute,1,0.003942,0.0,0.003893,0.0,0.0,0.0,1.0,831.168864,841.75918,avx512_phys,0.00558,587.24,avx512_phys,0.00577,567.9,1.4153818949662829,1.4822313435463992,1.415525114155251,1.4821474441304905,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b128,1024,128,1,compute,1,0.004451,0.0,0.004454,0.0,0.0,0.0,2.0,1472.322073,1471.264362,avx512_phys,0.00958,684.09,avx512_phys,0.009481,691.24,2.152234461839816,2.128442164805277,2.152325320152775,2.1286484059272563,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b256,1024,256,1,compute,1,0.005837,0.0,0.005786,0.0,0.0,0.0,4.0,2245.6139910000006,2265.486688,avx512_phys,0.01807,725.36,avx512_phys,0.017984,728.83,3.095861352983347,3.1083883594253803,3.0957683741648103,3.1081921880400967,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b512,1024,512,1,compute,1,0.015053,0.0,0.01495,0.0,0.0,0.0,8.0,1741.4966119999997,1753.424588,avx512_phys,0.035688,734.54,avx512_phys,0.035359,741.38,2.370866953467476,2.365082127923602,2.3708230917425097,2.365150501672241,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b1024,1024,1024,1,compute,1,0.026112,0.0,0.025907,0.0,0.0,0.0,16.0,2007.843202,2023.71537,avx512_logical,0.122308,428.66,avx512_logical,0.122692,427.32,4.683999444781412,4.735831156978377,4.683976715686274,4.735862894198479,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b2048,1024,2048,1,compute,1,0.050688,0.0,0.050739,0.0,0.0,0.0,32.0,2068.686929,2066.599438,avx512_phys,0.508481,206.22,avx512_logical,0.506317,207.1,10.031456352439143,9.978751511347177,10.03158538510101,9.978852559175388,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b4096,1024,4096,1,compute,1,0.099853,0.0,0.099789,0.0,0.0,0.0,64.0,2100.243551,2101.5904990000004,avx512_logical,1.295582,161.87,avx512_phys,1.298951,161.45,12.974878303576943,13.016974289253643,12.974893092846484,13.016975818978043,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b8192,1024,8192,1,compute,1,0.198093,0.0,0.19785,0.0,0.0,0.0,128.0,2117.343042,2119.945703,avx512_phys,2.8828,145.49,avx512_logical,2.884777,145.39,14.553186074644305,14.581097069949791,14.552760572054542,14.580626737427345,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b16384,1024,16384,1,compute,1,0.394178,0.0,0.394035,0.0,0.0,0.0,256.0,2128.129026,2128.898149,avx512_logical,6.025761,139.21,avx512_logical,6.003143,139.74,15.287185015444292,15.23470837984829,15.286903378676639,15.23505018589719,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b32768,1024,32768,1,compute,1,0.786125,0.0,0.786022,0.0,0.0,0.0,512.0,2134.166988,2134.445086,avx512_phys,12.257294,136.88,avx512_logical,12.065852,139.05,15.591518030391583,15.35019838906868,15.592041978056926,15.35052708448364,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n1024_b65536,1024,65536,1,compute,1,1.56969,0.0,1.569894,0.0,0.0,0.0,1024.0,2137.647651,2137.3687179999997,avx512_logical,23.801154,140.98,avx512_logical,24.166751,138.85,15.162772386154067,15.393364911775295,15.162964661812206,15.39387436349206,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b1,2048,1,1,compute,1,0.004342,0.0,0.004347,0.0,0.0,0.0,0.03,25.939573000000003,25.910931,avx512_phys,0.00155,72.67,avx512_phys,0.001516,74.3,0.3569502270538049,0.348733930013459,0.356978350990327,0.34874626178974005,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b2,2048,2,1,compute,1,0.005018,0.0,0.005016,0.0,0.0,0.0,0.06,44.897960999999995,44.91228199999999,avx512_phys,0.002457,91.69,avx512_phys,0.00266,84.69,0.48967129457956154,0.5303138741291769,0.4896373056994819,0.5303030303030304,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b4,2048,4,1,compute,1,0.005018,0.0,0.005018,0.0,0.0,0.0,0.12,89.795921,89.795921,avx512_phys,0.003201,140.76,avx512_phys,0.003072,146.67,0.6379363526570049,0.6122310015681462,0.6379035472299721,0.6121960940613791,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b8,2048,8,1,compute,1,0.00512,0.0,0.00512,0.0,0.0,0.0,0.25,176.00000400000002,176.00000400000002,avx512_phys,0.003635,247.9,avx512_phys,0.003208,280.9,0.7099637111738605,0.6265575080099681,0.7099609375,0.6265624999999999,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b16,2048,16,1,compute,1,0.00512,0.0,0.00516,0.0,0.0,0.0,0.5,352.000009,349.2713059999999,avx512_phys,0.004797,375.7,avx512_phys,0.004608,391.11,0.9369177774820335,0.8930257625731889,0.9369140625,0.8930232558139536,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b32,2048,32,1,compute,1,0.005171,0.0,0.005213,0.0,0.0,0.0,1.0,697.029718,691.46718,avx512_phys,0.007367,489.27,avx512_phys,0.007309,493.16,1.424632039569154,1.402115297266607,1.4246760781280217,1.402071743717629,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b64,2048,64,1,compute,1,0.005235,0.0,0.005222,0.0,0.0,0.0,2.0,1377.017114,1380.392182,avx512_phys,0.011816,610.1,avx512_phys,0.011846,608.56,2.2570350991640713,2.268292661364533,2.257115568290353,2.2684795097663732,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b128,2048,128,1,compute,1,0.006656,0.0,0.006656,0.0,0.0,0.0,4.0,2166.15384,2166.15384,avx512_phys,0.020723,695.74,avx512_phys,0.021198,680.15,3.1134530715497166,3.184817819598618,3.1134314903846154,3.1847956730769234,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b256,2048,256,1,compute,1,0.016742,0.0,0.016538,0.0,0.0,0.0,8.0,1722.324227,1743.6533280000003,avx512_logical,0.04172,691.18,avx512_logical,0.042618,676.61,2.4918606253074453,2.577043389840529,2.491936447258392,2.576974241141613,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b512,2048,512,1,compute,1,0.026163,0.0,0.026413,0.0,0.0,0.0,16.0,2204.305322,2183.474683,avx512_logical,0.129116,446.67,avx512_logical,0.12807,450.31,4.934975086753084,4.848825660100819,4.935060963956733,4.848748722220119,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b1024,2048,1024,1,compute,1,0.050931,0.0,0.051046,0.0,0.0,0.0,32.0,2264.689736,2259.57868,avx512_logical,0.526331,219.15,avx512_phys,0.514751,224.08,10.333970960529317,10.08380346304891,10.334197247256093,10.084061434784312,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b2048,2048,2048,1,compute,1,0.099789,0.0,0.099787,0.0,0.0,0.0,64.0,2311.749549,2311.786694,avx512_phys,1.326364,173.92,avx512_phys,1.357191,169.97,13.292028225620976,13.601145460963698,13.291685456312822,13.600879874131902,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b4096,2048,4096,1,compute,1,0.197427,0.0,0.197325,0.0,0.0,0.0,128.0,2336.929446,2338.142184,avx512_logical,2.976943,154.98,avx512_logical,2.966295,155.54,15.07890983352691,15.032417281728172,15.078702507762364,15.032535157734703,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b8192,2048,8192,1,compute,1,0.392704,0.0,0.39285,0.0,0.0,0.0,256.0,2349.726146,2348.855407,avx512_logical,6.000556,153.78,avx512_logical,6.107318,151.09,15.279790258811289,15.546067952875768,15.280099005867013,15.546183021509483,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b16384,2048,16384,1,compute,1,0.783667,0.0,0.784128,0.0,0.0,0.0,512.0,2354.945824,2353.561872,avx512_logical,12.189118,151.41,avx512_logical,12.254752,150.59,15.553436523347203,15.628938654625141,15.553950849021332,15.62850963108064,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b32768,2048,32768,1,compute,1,1.565843,0.0,1.56585,0.0,0.0,0.0,1024.0,2357.188458,2357.178839,avx512_logical,24.37039,151.45,avx512_logical,24.883175,148.33,15.564136401452627,15.891450407874334,15.563750644221674,15.891161350065461,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n2048_b65536,2048,65536,1,compute,1,3.129344,0.0,3.130306,0.0,0.0,0.0,2048.0,2358.95289,2358.228178,avx512_logical,48.946577,150.82,avx512_logical,49.997726,147.65,15.640849290545022,15.971745194717235,15.641162173286157,15.972152882178293,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b1,4096,1,1,compute,1,0.004813,0.0,0.00485,0.0,0.0,0.0,0.06,51.063827999999994,50.676344,avx512_phys,0.003678,66.82,avx512_phys,0.003739,65.73,0.7641997605507334,0.7709773923626958,0.7641803448992313,0.7709278350515464,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b2,4096,2,1,compute,1,0.004864,0.0,0.004813,0.0,0.0,0.0,0.12,101.05262800000001,102.127657,avx512_phys,0.004676,105.12,avx512_phys,0.004658,105.52,0.9613073439878235,0.9678511846095528,0.9613486842105262,0.9677955537087056,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b4,4096,4,1,compute,1,0.004966,0.0,0.004966,0.0,0.0,0.0,0.25,197.938152,197.938152,avx512_phys,0.004886,201.2,avx512_phys,0.00496,198.19,0.9837880318091452,0.9987292598012009,0.9838904550946436,0.9987917841320982,False,False
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b8,4096,8,1,compute,1,0.005008,0.0,0.004974,0.0,0.0,0.0,0.5,392.587849,395.239636,avx512_phys,0.005025,391.26,avx512_phys,0.005524,355.92,1.003393776516894,1.1104732411777927,1.0033945686900958,1.1105749899477282,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b16,4096,16,1,compute,1,0.005011,0.0,0.004966,0.0,0.0,0.0,1.0,784.6743039999999,791.752606,avx512_logical,0.008407,467.72,avx512_logical,0.008784,447.65,1.6776582228683825,1.768686710599799,1.677709040111754,1.7688280306081354,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b32,4096,32,1,compute,1,0.00512,0.0,0.005171,0.0,0.0,0.0,2.0,1536.000039,1520.792112,avx512_logical,0.015007,524.04,avx512_logical,0.015354,512.2,2.931074038241356,2.9691372745021476,2.9310546874999996,2.9692515954360856,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b64,4096,64,1,compute,1,0.006451,0.0,0.006502,0.0,0.0,0.0,4.0,2438.095257,2418.897512,avx512_logical,0.027043,581.62,avx512_logical,0.02798,562.14,4.191904090299508,4.303016173906856,4.192063246008371,4.303291294986158,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b128,4096,128,1,compute,1,0.015462,0.0,0.015218,0.0,0.0,0.0,8.0,2034.437084,2067.164435,avx512_logical,0.049468,635.91,avx512_logical,0.051183,614.6,3.1992531710462173,3.3634305808656038,3.199327383262191,3.3633197529241685,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b256,4096,256,1,compute,1,0.027034,0.0,0.026982,0.0,0.0,0.0,16.0,2327.272709,2331.68882,avx512_logical,0.139471,451.09,avx512_logical,0.138714,453.56,5.15922035292292,5.1408607901931385,5.159095953244064,5.1409828774738715,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b512,4096,512,1,compute,1,0.05375,0.0,0.053389,0.0,0.0,0.0,32.0,2340.989387,2356.844959,avx512_phys,0.575309,218.72,avx512_logical,0.563946,223.12,10.70313362746891,10.563127281283615,10.703423255813952,10.562962407986664,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b1024,4096,1024,1,compute,1,0.099269,0.0,0.099379,0.0,0.0,0.0,64.0,2535.119191,2532.3029429999997,avx512_phys,1.381286,182.19,avx512_phys,1.390379,181.0,13.914699989022449,13.990623994475136,13.9145755472504,13.990672073576913,True,True
20260225_144327,/home/nikhil/workspace/xeon-fft-bench/src/gpu/latest_run/64k_batch/20260225_144327/manifest.tsv,cufft_gpu,throughput,n4096_b2048,4096,2048,1,compute,1,0.197018,0.0,0.196658,0.0,0.0,0.0,128.0,2554.677779,2559.354355,avx512_phys,3.065541,164.19,avx512_phys,3.059316,164.52,15.55927753821792,15.556493769754436,15.55970012892223,15.556529609779414,True,True
