workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n512_b256,512,256,20,avx512_logical,AVX512,0.008516,692.606858,0.008649,681.956296,2.000000,32.7939,32.2896,25.7572,24.7661,1,0,1,ok,-
throughput,n512_b512,512,512,1,baseline_sse42_1t,SSE4_2,0.437611,26.956544,0.430512,27.401048,4.000000,1.2764,1.2974,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b512,512,512,10,avx512_phys,AVX512,0.026253,449.338361,0.025550,461.701761,4.000000,21.2755,21.8609,16.6690,16.8498,1,0,1,ok,-
throughput,n512_b512,512,512,20,avx512_logical,AVX512,0.017527,673.046157,0.015194,776.390681,4.000000,31.8677,36.7609,24.9678,28.3343,1,0,1,ok,-
throughput,n512_b1024,512,1024,1,baseline_sse42_1t,SSE4_2,0.951357,24.799271,0.983008,24.000781,8.000000,1.1742,1.1364,1.0000,1.0000,1,0,1,ok,-
throughput,n512_b1024,512,1024,10,avx512_phys,AVX512,0.059703,395.172102,0.062102,379.906605,8.000000,18.7108,17.9880,15.9348,15.8289,1,0,1,ok,-
throughput,n512_b1024,512,1024,20,avx512_logical,AVX512,0.029075,811.451763,0.030508,773.336830,8.000000,38.4210,36.6163,32.7208,32.2213,1,0,1,ok,-
throughput,n1024_b1,1024,1,1,baseline_sse42_1t,SSE4_2,0.001455,35.189003,0.001464,34.972678,0.020000,1.6661,1.6559,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b1,1024,1,10,avx512_phys,AVX512,0.000594,86.195286,0.000631,81.141046,0.020000,4.0812,3.8419,2.4495,2.3201,1,0,1,ok,-
throughput,n1024_b1,1024,1,20,avx512_logical,AVX512,0.000737,69.470828,0.000768,66.666667,0.020000,3.2893,3.1566,1.9742,1.9062,1,0,1,ok,-
throughput,n1024_b2,1024,2,1,baseline_sse42_1t,SSE4_2,0.003031,33.784230,0.003025,33.851240,0.030000,1.5996,1.6028,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b2,1024,2,10,avx512_phys,AVX512,0.001650,62.060606,0.001717,59.638905,0.030000,2.9385,2.8238,1.8370,1.7618,1,0,1,ok,-
throughput,n1024_b2,1024,2,20,avx512_logical,AVX512,0.002558,40.031274,0.002111,48.507816,0.030000,1.8954,2.2968,1.1849,1.4330,1,0,1,ok,-
throughput,n1024_b4,1024,4,1,baseline_sse42_1t,SSE4_2,0.006002,34.121959,0.006008,34.087883,0.060000,1.6156,1.6140,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b4,1024,4,10,avx512_phys,AVX512,0.002210,92.669683,0.001847,110.882512,0.060000,4.3878,5.2501,2.7158,3.2528,1,0,1,ok,-
throughput,n1024_b4,1024,4,20,avx512_logical,AVX512,0.002663,76.905745,0.002505,81.756487,0.060000,3.6414,3.8710,2.2538,2.3984,1,0,1,ok,-
throughput,n1024_b8,1024,8,1,baseline_sse42_1t,SSE4_2,0.012099,33.854038,0.011975,34.204593,0.120000,1.6029,1.6195,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b8,1024,8,10,avx512_phys,AVX512,0.002734,149.817118,0.002781,147.285149,0.120000,7.0936,6.9737,4.4254,4.3060,1,0,1,ok,-
throughput,n1024_b8,1024,8,20,avx512_logical,AVX512,0.004457,91.900381,0.002967,138.051904,0.120000,4.3513,6.5365,2.7146,4.0361,1,0,1,ok,-
throughput,n1024_b16,1024,16,1,baseline_sse42_1t,SSE4_2,0.024016,34.110593,0.023949,34.206021,0.250000,1.6151,1.6196,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b16,1024,16,10,avx512_phys,AVX512,0.003795,215.862978,0.002996,273.431242,0.250000,10.2208,12.9466,6.3283,7.9937,1,0,1,ok,-
throughput,n1024_b16,1024,16,20,avx512_logical,AVX512,0.004258,192.390794,0.003435,238.486172,0.250000,9.1094,11.2920,5.6402,6.9721,1,0,1,ok,-
throughput,n1024_b32,1024,32,1,baseline_sse42_1t,SSE4_2,0.047878,34.220310,0.050070,32.722189,0.500000,1.6203,1.5493,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b32,1024,32,10,avx512_phys,AVX512,0.004677,350.310028,0.004284,382.446312,0.500000,16.5866,18.1083,10.2369,11.6877,1,0,1,ok,-
throughput,n1024_b32,1024,32,20,avx512_logical,AVX512,0.005440,301.176471,0.004578,357.885540,0.500000,14.2602,16.9453,8.8011,10.9371,1,0,1,ok,-
throughput,n1024_b64,1024,64,1,baseline_sse42_1t,SSE4_2,0.103069,31.792294,0.104687,31.300926,1.000000,1.5053,1.4821,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b64,1024,64,10,avx512_phys,AVX512,0.007582,432.181482,0.007658,427.892400,1.000000,20.4631,20.2601,13.5939,13.6703,1,0,1,ok,-
throughput,n1024_b64,1024,64,20,avx512_logical,AVX512,0.006550,500.274809,0.006818,480.610150,1.000000,23.6873,22.7562,15.7357,15.3545,1,0,1,ok,-
throughput,n1024_b128,1024,128,1,baseline_sse42_1t,SSE4_2,0.235402,27.840035,0.234015,28.005042,2.000000,1.3182,1.3260,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b128,1024,128,10,avx512_phys,AVX512,0.014876,440.548535,0.014001,468.080851,2.000000,20.8593,22.1629,15.8243,16.7142,1,0,1,ok,-
throughput,n1024_b128,1024,128,20,avx512_logical,AVX512,0.010966,597.629035,0.010728,610.887397,2.000000,28.2968,28.9246,21.4665,21.8135,1,0,1,ok,-
throughput,n1024_b256,1024,256,1,baseline_sse42_1t,SSE4_2,0.473422,27.686081,0.475228,27.580866,4.000000,1.3109,1.3059,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b256,1024,256,10,avx512_phys,AVX512,0.026199,500.293904,0.027373,478.836810,4.000000,23.6882,22.6722,18.0702,17.3612,1,0,1,ok,-
throughput,n1024_b256,1024,256,20,avx512_logical,AVX512,0.018361,713.860901,0.020336,644.531865,4.000000,33.8002,30.5176,25.7841,23.3688,1,0,1,ok,-
throughput,n1024_b512,1024,512,1,baseline_sse42_1t,SSE4_2,1.059609,24.739692,1.058831,24.757870,8.000000,1.1714,1.1722,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b512,1024,512,10,avx512_phys,AVX512,0.065519,400.103787,0.068662,381.789054,8.000000,18.9443,18.0771,16.1725,15.4209,1,0,1,ok,-
throughput,n1024_b512,1024,512,20,avx512_logical,AVX512,0.036996,708.573900,0.037840,692.769556,8.000000,33.5499,32.8016,28.6412,27.9818,1,0,1,ok,-
throughput,n1024_b1024,1024,1024,1,baseline_sse42_1t,SSE4_2,2.826110,18.551578,2.729905,19.205357,16.000000,0.8784,0.9093,1.0000,1.0000,1,0,1,ok,-
throughput,n1024_b1024,1024,1024,10,avx512_phys,AVX512,0.184882,283.579797,0.189026,277.362902,16.000000,13.4271,13.1327,15.2860,14.4420,1,0,1,ok,-
throughput,n1024_b1024,1024,1024,20,avx512_logical,AVX512,0.122607,427.616694,0.970590,54.017453,16.000000,20.2470,2.5576,23.0502,2.8126,1,0,1,ok,-
throughput,n2048_b1,2048,1,1,baseline_sse42_1t,SSE4_2,0.003358,33.543776,0.003356,33.563766,0.030000,1.5882,1.5892,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b1,2048,1,10,avx512_phys,AVX512,0.001566,71.928480,0.001577,71.426760,0.030000,3.4057,3.3819,2.1443,2.1281,1,0,1,ok,-
throughput,n2048_b1,2048,1,20,avx512_logical,AVX512,0.001936,58.181818,0.001888,59.661017,0.030000,2.7548,2.8249,1.7345,1.7775,1,0,1,ok,-
throughput,n2048_b2,2048,2,1,baseline_sse42_1t,SSE4_2,0.006716,33.543776,0.006706,33.593797,0.060000,1.5882,1.5906,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b2,2048,2,10,avx512_phys,AVX512,0.002575,87.487379,0.002663,84.596320,0.060000,4.1424,4.0055,2.6082,2.5182,1,0,1,ok,-
throughput,n2048_b2,2048,2,20,avx512_logical,AVX512,0.003679,61.234031,0.003354,67.167561,0.060000,2.8993,3.1803,1.8255,1.9994,1,0,1,ok,-
throughput,n2048_b4,2048,4,1,baseline_sse42_1t,SSE4_2,0.013340,33.775112,0.013974,32.242737,0.120000,1.5992,1.5266,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b4,2048,4,10,avx512_phys,AVX512,0.003326,135.466025,0.003096,145.529716,0.120000,6.4141,6.8906,4.0108,4.5136,1,0,1,ok,-
throughput,n2048_b4,2048,4,20,avx512_logical,AVX512,0.003954,113.950430,0.003767,119.607114,0.120000,5.3954,5.6632,3.3738,3.7096,1,0,1,ok,-
throughput,n2048_b8,2048,8,1,baseline_sse42_1t,SSE4_2,0.028184,31.972750,0.026707,33.740967,0.250000,1.5139,1.5976,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b8,2048,8,10,avx512_phys,AVX512,0.004086,220.538424,0.003476,259.240506,0.250000,10.4422,12.2746,6.8977,7.6833,1,0,1,ok,-
throughput,n2048_b8,2048,8,20,avx512_logical,AVX512,0.004301,209.514066,0.004243,212.378034,0.250000,9.9202,10.0558,6.5529,6.2944,1,0,1,ok,-
throughput,n2048_b16,2048,16,1,baseline_sse42_1t,SSE4_2,0.053562,33.647735,0.055683,32.366072,0.500000,1.5932,1.5325,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b16,2048,16,10,avx512_phys,AVX512,0.004785,376.643678,0.004923,366.085720,0.500000,17.8335,17.3336,11.1937,11.3108,1,0,1,ok,-
throughput,n2048_b16,2048,16,20,avx512_logical,AVX512,0.005916,304.638269,0.004949,364.162457,0.500000,14.4242,17.2425,9.0538,11.2514,1,0,1,ok,-
throughput,n2048_b32,2048,32,1,baseline_sse42_1t,SSE4_2,0.122564,29.408962,0.122647,29.389060,1.000000,1.3925,1.3915,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b32,2048,32,10,avx512_phys,AVX512,0.008281,435.271103,0.008711,413.784870,1.000000,20.6094,19.5921,14.8006,14.0796,1,0,1,ok,-
throughput,n2048_b32,2048,32,20,avx512_logical,AVX512,0.007675,469.639088,0.007561,476.720011,1.000000,22.2367,22.5720,15.9693,16.2210,1,0,1,ok,-
throughput,n2048_b64,2048,64,1,baseline_sse42_1t,SSE4_2,0.269324,26.766868,0.268470,26.852013,2.000000,1.2674,1.2714,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b64,2048,64,10,avx512_phys,AVX512,0.014537,495.904244,0.014275,505.005954,2.000000,23.4803,23.9113,18.5268,18.8070,1,0,1,ok,-
throughput,n2048_b64,2048,64,20,avx512_logical,AVX512,0.012189,591.431619,0.012289,586.618927,2.000000,28.0034,27.7755,22.0957,21.8464,1,0,1,ok,-
throughput,n2048_b128,2048,128,1,baseline_sse42_1t,SSE4_2,0.541696,26.616257,0.536326,26.882754,4.000000,1.2602,1.2729,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b128,2048,128,10,avx512_phys,AVX512,0.031091,463.732913,0.030782,468.388019,4.000000,21.9571,22.1775,17.4229,17.4234,1,0,1,ok,-
throughput,n2048_b128,2048,128,20,avx512_logical,AVX512,0.020701,696.484228,0.021060,684.611586,4.000000,32.9775,32.4153,26.1676,25.4666,1,0,1,ok,-
throughput,n2048_b256,2048,256,1,baseline_sse42_1t,SSE4_2,1.206776,23.894940,1.182716,24.381035,8.000000,1.1314,1.1544,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b256,2048,256,10,avx512_phys,AVX512,0.073770,390.888437,0.071782,401.714079,8.000000,18.5080,19.0206,16.3586,16.4765,1,0,1,ok,-
throughput,n2048_b256,2048,256,20,avx512_logical,AVX512,0.040703,708.445078,0.041278,698.576481,8.000000,33.5438,33.0765,29.6483,28.6525,1,0,1,ok,-
throughput,n2048_b512,2048,512,1,baseline_sse42_1t,SSE4_2,3.027396,19.049929,2.926862,19.704270,16.000000,0.9020,0.9330,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b512,2048,512,10,avx512_phys,AVX512,0.193193,298.518476,0.188433,306.059342,16.000000,14.1344,14.4914,15.6703,15.5326,1,0,1,ok,-
throughput,n2048_b512,2048,512,20,avx512_logical,AVX512,0.135252,426.401680,0.127937,450.781869,16.000000,20.1895,21.3438,22.3834,22.8774,1,0,1,ok,-
throughput,n2048_b1024,2048,1024,1,baseline_sse42_1t,SSE4_2,6.033724,19.116446,6.050635,19.063017,32.000000,0.9051,0.9026,1.0000,1.0000,1,0,1,ok,-
throughput,n2048_b1024,2048,1024,10,avx512_phys,AVX512,0.620574,185.865602,0.619228,186.269613,32.000000,8.8005,8.8196,9.7228,9.7713,1,0,1,ok,-
throughput,n2048_b1024,2048,1024,20,avx512_logical,AVX512,1.149539,100.338797,1.039282,110.983698,32.000000,4.7509,5.2549,5.2488,5.8219,1,0,1,ok,-
throughput,n4096_b1,4096,1,1,baseline_sse42_1t,SSE4_2,0.007767,31.641560,0.007931,30.987265,0.060000,1.4982,1.4672,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b1,4096,1,10,avx512_phys,AVX512,0.003702,66.385737,0.003750,65.536000,0.060000,3.1433,3.1030,2.0981,2.1149,1,0,1,ok,-
throughput,n4096_b1,4096,1,20,avx512_logical,AVX512,0.004325,56.823121,0.004524,54.323607,0.060000,2.6905,2.5721,1.7958,1.7531,1,0,1,ok,-
throughput,n4096_b2,4096,2,1,baseline_sse42_1t,SSE4_2,0.015488,31.735537,0.015551,31.606971,0.120000,1.5026,1.4965,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b2,4096,2,10,avx512_phys,AVX512,0.004372,112.424520,0.004484,109.616414,0.120000,5.3231,5.1902,3.5425,3.4681,1,0,1,ok,-
throughput,n4096_b2,4096,2,20,avx512_logical,AVX512,0.005320,92.390977,0.005555,88.482448,0.120000,4.3746,4.1895,2.9113,2.7995,1,0,1,ok,-
throughput,n4096_b4,4096,4,1,baseline_sse42_1t,SSE4_2,0.031530,31.177926,0.031424,31.283096,0.250000,1.4762,1.4812,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b4,4096,4,10,avx512_phys,AVX512,0.004750,206.955789,0.005039,195.086327,0.250000,9.7990,9.2370,6.6379,6.2362,1,0,1,ok,-
throughput,n4096_b4,4096,4,20,avx512_logical,AVX512,0.005743,171.171861,0.006410,153.360374,0.250000,8.1047,7.2614,5.4902,4.9023,1,0,1,ok,-
throughput,n4096_b8,4096,8,1,baseline_sse42_1t,SSE4_2,0.061855,31.785304,0.061696,31.867220,0.500000,1.5050,1.5089,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b8,4096,8,10,avx512_phys,AVX512,0.005849,336.139511,0.006669,294.808817,0.500000,15.9157,13.9588,10.5753,9.2512,1,0,1,ok,-
throughput,n4096_b8,4096,8,20,avx512_logical,AVX512,0.006635,296.319518,0.006467,304.017319,0.500000,14.0303,14.3948,9.3225,9.5401,1,0,1,ok,-
throughput,n4096_b16,4096,16,1,baseline_sse42_1t,SSE4_2,0.137930,28.508374,0.140292,28.028398,1.000000,1.3498,1.3271,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b16,4096,16,10,avx512_phys,AVX512,0.008673,453.379453,0.009129,430.732829,1.000000,21.4668,20.3945,15.9034,15.3677,1,0,1,ok,-
throughput,n4096_b16,4096,16,20,avx512_logical,AVX512,0.008360,470.354067,0.008536,460.656045,1.000000,22.2706,21.8114,16.4988,16.4353,1,0,1,ok,-
throughput,n4096_b32,4096,32,1,baseline_sse42_1t,SSE4_2,0.299208,26.283789,0.294527,26.701525,2.000000,1.2445,1.2643,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b32,4096,32,10,avx512_phys,AVX512,0.015817,497.206803,0.017461,450.393448,2.000000,23.5420,21.3254,18.9169,16.8677,1,0,1,ok,-
throughput,n4096_b32,4096,32,20,avx512_logical,AVX512,0.014290,550.337299,0.014835,530.119312,2.000000,26.0576,25.1003,20.9383,19.8535,1,0,1,ok,-
throughput,n4096_b64,4096,64,1,baseline_sse42_1t,SSE4_2,0.614666,25.588921,0.606453,25.935464,4.000000,1.2116,1.2280,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b64,4096,64,10,avx512_phys,AVX512,0.035590,441.939871,0.036708,428.479895,4.000000,20.9252,20.2879,17.2708,16.5210,1,0,1,ok,-
throughput,n4096_b64,4096,64,20,avx512_logical,AVX512,0.024587,639.713670,0.025479,617.317791,4.000000,30.2895,29.2291,24.9996,23.8021,1,0,1,ok,-
throughput,n4096_b128,4096,128,1,baseline_sse42_1t,SSE4_2,1.357673,23.169997,1.324194,23.755794,8.000000,1.0971,1.1248,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b128,4096,128,10,avx512_phys,AVX512,0.080718,389.718278,0.081693,385.067019,8.000000,18.4526,18.2323,16.8200,16.2094,1,0,1,ok,-
throughput,n4096_b128,4096,128,20,avx512_logical,AVX512,0.047240,665.903472,0.051110,615.481902,8.000000,31.5295,29.1421,28.7399,25.9087,1,0,1,ok,-
throughput,n4096_b256,4096,256,1,baseline_sse42_1t,SSE4_2,3.233348,19.458023,3.184802,19.754622,16.000000,0.9213,0.9354,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b256,4096,256,10,avx512_phys,AVX512,0.187980,334.687520,0.194384,323.661207,16.000000,15.8469,15.3249,17.2005,16.3841,1,0,1,ok,-
throughput,n4096_b256,4096,256,20,avx512_logical,AVX512,0.136285,461.639652,0.371193,169.492851,16.000000,21.8579,8.0252,23.7249,8.5799,1,0,1,ok,-
throughput,n4096_b512,4096,512,1,baseline_sse42_1t,SSE4_2,6.632714,18.970985,6.416495,19.610258,32.000000,0.8982,0.9285,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b512,4096,512,10,avx512_phys,AVX512,0.651279,193.203097,0.686449,183.304397,32.000000,9.1479,8.6792,10.1841,9.3474,1,0,1,ok,-
throughput,n4096_b512,4096,512,20,avx512_logical,AVX512,0.991143,126.953548,0.897157,140.253178,32.000000,6.0111,6.6408,6.6920,7.1520,1,0,1,ok,-
throughput,n4096_b1024,4096,1024,1,baseline_sse42_1t,SSE4_2,13.238882,19.009025,13.107805,19.199114,64.000000,0.9000,0.9090,1.0000,1.0000,1,0,1,ok,-
throughput,n4096_b1024,4096,1024,10,avx512_phys,AVX512,1.645159,152.968947,1.637172,153.715211,64.000000,7.2428,7.2782,8.0472,8.0064,1,0,1,ok,-
throughput,n4096_b1024,4096,1024,20,avx512_logical,AVX512,4.964931,50.687158,2.483574,101.329069,64.000000,2.4000,4.7978,2.6665,5.2778,1,0,1,ok,-
throughput,n8192_b1,8192,1,1,baseline_sse42_1t,SSE4_2,0.016488,32.295002,0.016228,32.812423,0.120000,1.5291,1.5536,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b1,8192,1,10,avx512_phys,AVX512,0.009528,55.885810,0.009085,58.610897,0.120000,2.6461,2.7751,1.7305,1.7862,1,0,1,ok,-
throughput,n8192_b1,8192,1,20,avx512_logical,AVX512,0.009848,54.069862,0.014095,37.777935,0.120000,2.5601,1.7887,1.6742,1.1513,1,0,1,ok,-
throughput,n8192_b2,8192,2,1,baseline_sse42_1t,SSE4_2,0.033369,31.914651,0.033254,32.025020,0.250000,1.5111,1.5163,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b2,8192,2,10,avx512_phys,AVX512,0.018665,57.056523,0.018245,58.369964,0.250000,2.7015,2.7637,1.7878,1.8226,1,0,1,ok,-
throughput,n8192_b2,8192,2,20,avx512_logical,AVX512,2.328852,0.457290,0.020767,51.281360,0.250000,0.0217,2.4281,0.0143,1.6013,1,0,1,ok,-
throughput,n8192_b4,8192,4,1,baseline_sse42_1t,SSE4_2,0.066933,31.821672,0.066433,32.061174,0.500000,1.5067,1.5180,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b4,8192,4,10,avx512_phys,AVX512,0.038476,55.357106,0.039002,54.610533,0.500000,2.6211,2.5857,1.7396,1.7033,1,0,1,ok,-
throughput,n8192_b4,8192,4,20,avx512_logical,AVX512,0.041256,51.626915,0.041498,51.325847,0.500000,2.4445,2.4302,1.6224,1.6009,1,0,1,ok,-
throughput,n8192_b8,8192,8,1,baseline_sse42_1t,SSE4_2,0.143687,29.646663,0.143897,29.603397,1.000000,1.4037,1.4017,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b8,8192,8,10,avx512_phys,AVX512,0.012278,346.949014,0.012678,336.002524,1.000000,16.4275,15.9092,11.7028,11.3501,1,0,1,ok,-
throughput,n8192_b8,8192,8,20,avx512_logical,AVX512,0.139439,30.549846,0.615512,6.920807,1.000000,1.4465,0.3277,1.0305,0.2338,1,0,1,ok,-
throughput,n8192_b16,8192,16,1,baseline_sse42_1t,SSE4_2,0.315231,27.026784,0.316045,26.957174,2.000000,1.2797,1.2764,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b16,8192,16,10,avx512_phys,AVX512,0.020454,416.528796,0.020392,417.795214,2.000000,19.7220,19.7820,15.4117,15.4985,1,0,1,ok,-
throughput,n8192_b16,8192,16,20,avx512_logical,AVX512,0.016877,504.810097,0.017033,500.186696,2.000000,23.9020,23.6831,18.6781,18.5549,1,0,1,ok,-
throughput,n8192_b32,8192,32,1,baseline_sse42_1t,SSE4_2,0.633968,26.877319,0.631653,26.975824,4.000000,1.2726,1.2773,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b32,8192,32,10,avx512_phys,AVX512,0.041284,412.735200,0.044576,382.254128,4.000000,19.5424,18.0992,15.3563,14.1702,1,0,1,ok,-
throughput,n8192_b32,8192,32,20,avx512_logical,AVX512,0.031766,536.402443,0.032393,526.019819,4.000000,25.3978,24.9062,19.9574,19.4997,1,0,1,ok,-
throughput,n8192_b64,8192,64,1,baseline_sse42_1t,SSE4_2,1.446403,23.561013,1.445281,23.579304,8.000000,1.1156,1.1164,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b64,8192,64,10,avx512_phys,AVX512,0.082935,410.908784,0.086404,394.411370,8.000000,19.4559,18.6748,17.4402,16.7270,1,0,1,ok,-
throughput,n8192_b64,8192,64,20,avx512_logical,AVX512,0.063527,536.444661,0.065107,523.426360,8.000000,25.3998,24.7834,22.7683,22.1986,1,0,1,ok,-
throughput,n8192_b128,8192,128,1,baseline_sse42_1t,SSE4_2,3.363253,20.265332,3.334051,20.442831,16.000000,0.9595,0.9679,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b128,8192,128,10,avx512_phys,AVX512,0.210393,323.952983,0.213550,319.163849,16.000000,15.3387,15.1119,15.9856,15.6125,1,0,1,ok,-
throughput,n8192_b128,8192,128,20,avx512_logical,AVX512,0.157830,431.840841,0.157373,433.094877,16.000000,20.4470,20.5064,21.3093,21.1857,1,0,1,ok,-
throughput,n8192_b256,8192,256,1,baseline_sse42_1t,SSE4_2,6.889169,19.786839,6.924461,19.685991,32.000000,0.9369,0.9321,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b256,8192,256,10,avx512_phys,AVX512,0.685794,198.769426,0.702965,193.914178,32.000000,9.4114,9.1815,10.0455,9.8504,1,0,1,ok,-
throughput,n8192_b256,8192,256,20,avx512_logical,AVX512,1.095855,124.391347,1.147498,118.793131,32.000000,5.8897,5.6247,6.2866,6.0344,1,0,1,ok,-
throughput,n8192_b512,8192,512,1,baseline_sse42_1t,SSE4_2,13.921296,19.583648,13.902651,19.609912,64.000000,0.9273,0.9285,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b512,8192,512,10,avx512_phys,AVX512,1.700409,160.331873,1.709172,159.509845,64.000000,7.5915,7.5525,8.1870,8.1341,1,0,1,ok,-
throughput,n8192_b512,8192,512,20,avx512_logical,AVX512,3.267908,83.426388,5.503620,49.536443,64.000000,3.9501,2.3455,4.2600,2.5261,1,0,1,ok,-
throughput,n8192_b1024,8192,1024,1,baseline_sse42_1t,SSE4_2,27.870685,19.563908,27.742151,19.654551,128.000000,0.9263,0.9306,1.0000,1.0000,1,0,1,ok,-
throughput,n8192_b1024,8192,1024,10,avx512_phys,AVX512,3.655488,149.161896,3.692339,147.673201,128.000000,7.0626,6.9921,7.6243,7.5134,1,0,1,ok,-
throughput,n8192_b1024,8192,1024,20,avx512_logical,AVX512,8.135941,67.018618,7.163253,76.118981,128.000000,3.1732,3.6041,3.4256,3.8728,1,0,1,ok,-
throughput,n16384_b1,16384,1,1,baseline_sse42_1t,SSE4_2,0.035971,31.883462,0.036309,31.586659,0.250000,1.5096,1.4956,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b1,16384,1,10,avx512_phys,AVX512,0.013815,83.017010,0.013987,81.996139,0.250000,3.9307,3.8824,2.6038,2.5959,1,0,1,ok,-
throughput,n16384_b1,16384,1,20,avx512_logical,AVX512,0.012551,91.377579,0.012264,93.515982,0.250000,4.3266,4.4278,2.8660,2.9606,1,0,1,ok,-
throughput,n16384_b2,16384,2,1,baseline_sse42_1t,SSE4_2,0.072747,31.530647,0.072729,31.538451,0.500000,1.4929,1.4933,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b2,16384,2,10,avx512_phys,AVX512,0.046008,49.855677,0.044856,51.136080,0.500000,2.3606,2.4212,1.5812,1.6214,1,0,1,ok,-
throughput,n16384_b2,16384,2,20,avx512_logical,AVX512,0.051425,44.603986,0.616174,3.722585,0.500000,2.1119,0.1763,1.4146,0.1180,1,0,1,ok,-
throughput,n16384_b4,16384,4,1,baseline_sse42_1t,SSE4_2,0.157241,29.175088,0.158536,28.936771,1.000000,1.3814,1.3701,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b4,16384,4,10,avx512_phys,AVX512,0.096809,47.387330,0.095105,48.236370,1.000000,2.2437,2.2839,1.6242,1.6670,1,0,1,ok,-
throughput,n16384_b4,16384,4,20,avx512_logical,AVX512,0.115599,39.684772,0.147049,31.197220,1.000000,1.8790,1.4771,1.3602,1.0781,1,0,1,ok,-
throughput,n16384_b8,16384,8,1,baseline_sse42_1t,SSE4_2,0.344674,26.619472,0.344448,26.636938,2.000000,1.2604,1.2612,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b8,16384,8,10,avx512_phys,AVX512,0.024662,372.031465,0.024915,368.253662,2.000000,17.6151,17.4363,13.9759,13.8249,1,0,1,ok,-
throughput,n16384_b8,16384,8,20,avx512_logical,AVX512,1.188632,7.718991,3.137543,2.924275,2.000000,0.3655,0.1385,0.2900,0.1098,1,0,1,ok,-
throughput,n16384_b16,16384,16,1,baseline_sse42_1t,SSE4_2,0.710967,25.810031,0.696319,26.352979,4.000000,1.2221,1.2478,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b16,16384,16,10,avx512_phys,AVX512,0.042660,430.147211,0.040949,448.120345,4.000000,20.3668,21.2178,16.6659,17.0045,1,0,1,ok,-
throughput,n16384_b16,16384,16,20,avx512_logical,AVX512,0.038422,477.593046,0.037892,484.273198,4.000000,22.6133,22.9296,18.5042,18.3764,1,0,1,ok,-
throughput,n16384_b32,16384,32,1,baseline_sse42_1t,SSE4_2,1.805343,20.328636,1.849354,19.844854,8.000000,0.9625,0.9396,1.0000,1.0000,1,0,1,ok,-
throughput,n16384_b32,16384,32,10,avx512_phys,AVX512,0.089531,409.915672,0.090981,403.382684,8.000000,19.4089,19.0996,20.1644,20.3268,1,0,1,ok,-
throughput,n16384_b32,16384,32,20,avx512_logical,AVX512,0.092462,396.921546,0.093357,393.116317,8.000000,18.7936,18.6135,19.5252,19.8095,1,0,1,ok,-
