workload,case,length,batch,core_count,threads_per_core,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,fwd_speedup_vs_c01_t01,samples_ok,samples_skip,samples_expected,check_ok,check_fail,quality,note
throughput,n1024_b1,1024,1,2,2,4,avx512_c02_t04,AVX512,0.001865,27.453083,512.010000,1.2999,0.9839,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,3,1,3,avx512_c03_t03,AVX512,0.001822,28.100988,512.010000,1.3305,1.0071,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,3,2,6,avx512_c03_t06,AVX512,0.001821,28.116420,512.010000,1.3313,1.0077,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,4,1,4,avx512_c04_t04,AVX512,0.001786,28.667413,512.010000,1.3574,1.0274,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,4,2,8,avx512_c04_t08,AVX512,0.001854,27.615965,512.010000,1.3076,0.9898,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,5,1,5,avx512_c05_t05,AVX512,0.002049,24.987799,512.010000,1.1831,0.8956,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,5,2,10,avx512_c05_t10,AVX512,0.001872,27.350427,512.010000,1.2950,0.9802,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,6,1,6,avx512_c06_t06,AVX512,0.002066,24.782188,512.010000,1.1734,0.8882,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,6,2,12,avx512_c06_t12,AVX512,0.001951,26.242952,512.010000,1.2426,0.9405,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,7,1,7,avx512_c07_t07,AVX512,0.001987,25.767489,512.010000,1.2201,0.9235,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,7,2,14,avx512_c07_t14,AVX512,0.001953,26.216078,512.010000,1.2413,0.9396,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,8,1,8,avx512_c08_t08,AVX512,0.001920,26.666667,512.010000,1.2626,0.9557,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,8,2,16,avx512_c08_t16,AVX512,0.001937,26.432628,512.010000,1.2515,0.9473,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,9,1,9,avx512_c09_t09,AVX512,0.001938,26.418989,512.010000,1.2509,0.9469,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,9,2,18,avx512_c09_t18,AVX512,0.001930,26.528497,512.010000,1.2561,0.9508,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,10,1,10,avx512_c10_t10,AVX512,0.001831,27.962862,512.010000,1.3240,1.0022,1,0,1,1,0,ok,-
throughput,n1024_b1,1024,1,10,2,20,avx512_c10_t20,AVX512,0.001883,27.190653,512.010000,1.2874,0.9745,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,1,1,1,avx512_c01_t01,AVX512,0.003878,29.045900,1024.020000,1.3753,1.0000,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,1,2,2,avx512_c01_t02,AVX512,0.003923,28.712720,1024.020000,1.3595,0.9885,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,2,1,2,avx512_c02_t02,AVX512,0.003854,29.226777,1024.020000,1.3838,1.0062,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,2,2,4,avx512_c02_t04,AVX512,0.004023,27.999006,1024.020000,1.3257,0.9640,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,3,1,3,avx512_c03_t03,AVX512,0.003815,29.525557,1024.020000,1.3980,1.0165,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,3,2,6,avx512_c03_t06,AVX512,0.003803,29.618722,1024.020000,1.4024,1.0197,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,4,1,4,avx512_c04_t04,AVX512,0.003789,29.728160,1024.020000,1.4076,1.0235,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,4,2,8,avx512_c04_t08,AVX512,0.003972,28.358510,1024.020000,1.3427,0.9763,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,5,1,5,avx512_c05_t05,AVX512,0.003922,28.720041,1024.020000,1.3599,0.9888,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,5,2,10,avx512_c05_t10,AVX512,0.004016,28.047809,1024.020000,1.3280,0.9656,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,6,1,6,avx512_c06_t06,AVX512,0.004012,28.075773,1024.020000,1.3293,0.9666,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,6,2,12,avx512_c06_t12,AVX512,0.004177,26.966723,1024.020000,1.2768,0.9284,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,7,1,7,avx512_c07_t07,AVX512,0.003963,28.422912,1024.020000,1.3458,0.9786,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,7,2,14,avx512_c07_t14,AVX512,0.004051,27.805480,1024.020000,1.3165,0.9573,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,8,1,8,avx512_c08_t08,AVX512,0.004042,27.867392,1024.020000,1.3195,0.9594,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,8,2,16,avx512_c08_t16,AVX512,0.003966,28.401412,1024.020000,1.3448,0.9778,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,9,1,9,avx512_c09_t09,AVX512,0.004219,26.698270,1024.020000,1.2641,0.9192,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,9,2,18,avx512_c09_t18,AVX512,0.004048,27.826087,1024.020000,1.3175,0.9580,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,10,1,10,avx512_c10_t10,AVX512,0.003910,28.808184,1024.020000,1.3640,0.9918,1,0,1,1,0,ok,-
throughput,n2048_b1,2048,1,10,2,20,avx512_c10_t20,AVX512,0.003982,28.287293,1024.020000,1.3394,0.9739,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,1,1,1,avx512_c01_t01,AVX512,0.007088,34.672686,1024.030000,1.6417,1.0000,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,1,2,2,avx512_c01_t02,AVX512,0.007115,34.541110,1024.030000,1.6355,0.9962,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,2,1,2,avx512_c02_t02,AVX512,0.007142,34.410529,1024.030000,1.6293,0.9924,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,2,2,4,avx512_c02_t04,AVX512,0.007311,33.615101,1024.030000,1.5916,0.9695,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,3,1,3,avx512_c03_t03,AVX512,0.006947,35.376421,1024.030000,1.6750,1.0203,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,3,2,6,avx512_c03_t06,AVX512,0.006626,37.090251,1024.030000,1.7562,1.0697,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,4,1,4,avx512_c04_t04,AVX512,0.006940,35.412104,1024.030000,1.6767,1.0213,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,4,2,8,avx512_c04_t08,AVX512,0.007288,33.721186,1024.030000,1.5966,0.9726,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,5,1,5,avx512_c05_t05,AVX512,0.007046,34.879364,1024.030000,1.6515,1.0060,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,5,2,10,avx512_c05_t10,AVX512,0.007117,34.531404,1024.030000,1.6350,0.9959,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,6,1,6,avx512_c06_t06,AVX512,0.007291,33.707310,1024.030000,1.5960,0.9722,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,6,2,12,avx512_c06_t12,AVX512,0.007471,32.895195,1024.030000,1.5575,0.9487,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,7,1,7,avx512_c07_t07,AVX512,0.007421,33.116831,1024.030000,1.5680,0.9551,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,7,2,14,avx512_c07_t14,AVX512,0.007253,33.883910,1024.030000,1.6044,0.9773,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,8,1,8,avx512_c08_t08,AVX512,0.007511,32.720011,1024.030000,1.5492,0.9437,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,8,2,16,avx512_c08_t16,AVX512,0.007200,34.133333,1024.030000,1.6162,0.9844,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,9,1,9,avx512_c09_t09,AVX512,0.007451,32.983492,1024.030000,1.5617,0.9513,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,9,2,18,avx512_c09_t18,AVX512,0.007553,32.538064,1024.030000,1.5406,0.9384,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,10,1,10,avx512_c10_t10,AVX512,0.007159,34.328817,1024.030000,1.6254,0.9901,1,0,1,1,0,ok,-
throughput,n4096_b1,4096,1,10,2,20,avx512_c10_t20,AVX512,0.007022,34.998576,1024.030000,1.6571,1.0094,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,1,1,1,avx512_c01_t01,AVX512,0.013994,38.050593,1024.060000,1.8016,1.0000,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,1,2,2,avx512_c01_t02,AVX512,0.023755,22.415491,1024.060000,1.0613,0.5891,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,2,1,2,avx512_c02_t02,AVX512,0.020991,25.367062,1024.060000,1.2011,0.6667,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,2,2,4,avx512_c02_t04,AVX512,0.016733,31.822148,1024.060000,1.5067,0.8363,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,3,1,3,avx512_c03_t03,AVX512,0.014010,38.007138,1024.060000,1.7996,0.9989,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,3,2,6,avx512_c03_t06,AVX512,0.016117,33.038407,1024.060000,1.5643,0.8683,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,4,1,4,avx512_c04_t04,AVX512,0.012011,44.332695,1024.060000,2.0991,1.1651,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,4,2,8,avx512_c04_t08,AVX512,0.012935,41.165829,1024.060000,1.9491,1.0819,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,5,1,5,avx512_c05_t05,AVX512,0.013817,38.538033,1024.060000,1.8247,1.0128,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,5,2,10,avx512_c05_t10,AVX512,0.013101,40.644226,1024.060000,1.9244,1.0682,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,6,1,6,avx512_c06_t06,AVX512,0.014356,37.091112,1024.060000,1.7562,0.9748,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,6,2,12,avx512_c06_t12,AVX512,0.013196,40.351622,1024.060000,1.9106,1.0605,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,7,1,7,avx512_c07_t07,AVX512,0.013296,40.048135,1024.060000,1.8962,1.0525,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,7,2,14,avx512_c07_t14,AVX512,0.014080,37.818182,1024.060000,1.7906,0.9939,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,8,1,8,avx512_c08_t08,AVX512,0.011907,44.719913,1024.060000,2.1174,1.1753,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,8,2,16,avx512_c08_t16,AVX512,0.013666,38.963852,1024.060000,1.8449,1.0240,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,9,1,9,avx512_c09_t09,AVX512,0.012427,42.848636,1024.060000,2.0288,1.1261,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,9,2,18,avx512_c09_t18,AVX512,0.021567,24.689572,1024.060000,1.1690,0.6489,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,10,1,10,avx512_c10_t10,AVX512,0.011676,45.604659,1024.060000,2.1593,1.1985,1,0,1,1,0,ok,-
throughput,n8192_b1,8192,1,10,2,20,avx512_c10_t20,AVX512,0.011993,44.399233,1024.060000,2.1022,1.1668,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,1,1,1,avx512_c01_t01,AVX512,0.027486,41.725970,1024.120000,1.9757,1.0000,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,1,2,2,avx512_c01_t02,AVX512,0.050133,22.876748,1024.120000,1.0832,0.5483,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,2,1,2,avx512_c02_t02,AVX512,0.031932,35.916322,1024.120000,1.7006,0.8608,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,2,2,4,avx512_c02_t04,AVX512,0.031712,36.165489,1024.120000,1.7124,0.8667,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,3,1,3,avx512_c03_t03,AVX512,0.026644,43.044588,1024.120000,2.0381,1.0316,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,3,2,6,avx512_c03_t06,AVX512,0.025576,44.842039,1024.120000,2.1232,1.0747,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,4,1,4,avx512_c04_t04,AVX512,0.021546,53.229370,1024.120000,2.5203,1.2757,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,4,2,8,avx512_c04_t08,AVX512,0.022197,51.668243,1024.120000,2.4464,1.2383,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,5,1,5,avx512_c05_t05,AVX512,0.023256,49.315445,1024.120000,2.3350,1.1819,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,5,2,10,avx512_c05_t10,AVX512,0.022698,50.527800,1024.120000,2.3924,1.2109,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,6,1,6,avx512_c06_t06,AVX512,0.023482,48.840814,1024.120000,2.3125,1.1705,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,6,2,12,avx512_c06_t12,AVX512,0.027949,41.034742,1024.120000,1.9429,0.9834,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,7,1,7,avx512_c07_t07,AVX512,0.023084,49.682897,1024.120000,2.3524,1.1907,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,7,2,14,avx512_c07_t14,AVX512,0.020646,55.549743,1024.120000,2.6302,1.3313,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,8,1,8,avx512_c08_t08,AVX512,0.019131,59.948774,1024.120000,2.8385,1.4367,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,8,2,16,avx512_c08_t16,AVX512,0.018560,61.793103,1024.120000,2.9258,1.4809,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,9,1,9,avx512_c09_t09,AVX512,0.019174,59.814332,1024.120000,2.8321,1.4335,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,9,2,18,avx512_c09_t18,AVX512,0.018780,61.069223,1024.120000,2.8915,1.4636,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,10,1,10,avx512_c10_t10,AVX512,0.018482,62.053890,1024.120000,2.9382,1.4872,1,0,1,1,0,ok,-
throughput,n16384_b1,16384,1,10,2,20,avx512_c10_t20,AVX512,0.018142,63.216845,1024.120000,2.9932,1.5150,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,1,1,1,avx512_c01_t01,AVX512,0.069293,35.466786,1024.250000,1.6793,1.0000,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,1,2,2,avx512_c01_t02,AVX512,0.105495,23.295891,1024.250000,1.1030,0.6568,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,2,1,2,avx512_c02_t02,AVX512,0.068887,35.675817,1024.250000,1.6892,1.0059,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,2,2,4,avx512_c02_t04,AVX512,0.065384,37.587177,1024.250000,1.7797,1.0598,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,3,1,3,avx512_c03_t03,AVX512,0.053886,45.607393,1024.250000,2.1594,1.2859,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,3,2,6,avx512_c03_t06,AVX512,0.053066,46.312140,1024.250000,2.1928,1.3058,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,4,1,4,avx512_c04_t04,AVX512,0.041119,59.767990,1024.250000,2.8299,1.6852,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,4,2,8,avx512_c04_t08,AVX512,0.040305,60.975065,1024.250000,2.8871,1.7192,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,5,1,5,avx512_c05_t05,AVX512,0.042142,58.317118,1024.250000,2.7612,1.6443,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,5,2,10,avx512_c05_t10,AVX512,0.040862,60.143899,1024.250000,2.8477,1.6958,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,6,1,6,avx512_c06_t06,AVX512,0.042180,58.264580,1024.250000,2.7587,1.6428,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,6,2,12,avx512_c06_t12,AVX512,0.039805,61.740987,1024.250000,2.9233,1.7408,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,7,1,7,avx512_c07_t07,AVX512,0.041219,59.622989,1024.250000,2.8231,1.6811,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,7,2,14,avx512_c07_t14,AVX512,0.039800,61.748744,1024.250000,2.9237,1.7410,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,8,1,8,avx512_c08_t08,AVX512,0.033991,72.301492,1024.250000,3.4234,2.0386,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,8,2,16,avx512_c08_t16,AVX512,0.046804,52.508333,1024.250000,2.4862,1.4805,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,9,1,9,avx512_c09_t09,AVX512,0.037242,65.990011,1024.250000,3.1245,1.8606,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,9,2,18,avx512_c09_t18,AVX512,0.041816,58.771762,1024.250000,2.7828,1.6571,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,10,1,10,avx512_c10_t10,AVX512,0.031803,77.275729,1024.250000,3.6589,2.1788,1,0,1,1,0,ok,-
throughput,n32768_b1,32768,1,10,2,20,avx512_c10_t20,AVX512,0.050413,48.749331,1024.250000,2.3082,1.3745,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,1,1,1,avx512_c01_t01,AVX512,0.211843,24.748894,1024.500000,1.1718,1.0000,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,1,2,2,avx512_c01_t02,AVX512,0.249984,20.972862,1024.500000,0.9930,0.8474,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,2,1,2,avx512_c02_t02,AVX512,0.150874,34.750056,1024.500000,1.6454,1.4041,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,2,2,4,avx512_c02_t04,AVX512,0.136321,38.459812,1024.500000,1.8210,1.5540,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,3,1,3,avx512_c03_t03,AVX512,0.111129,47.178324,1024.500000,2.2338,1.9063,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,3,2,6,avx512_c03_t06,AVX512,0.108226,48.443812,1024.500000,2.2937,1.9574,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,4,1,4,avx512_c04_t04,AVX512,0.088673,59.126002,1024.500000,2.7995,2.3890,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,4,2,8,avx512_c04_t08,AVX512,0.081370,64.432592,1024.500000,3.0508,2.6035,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,5,1,5,avx512_c05_t05,AVX512,0.082928,63.222072,1024.500000,2.9935,2.5545,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,5,2,10,avx512_c05_t10,AVX512,0.082838,63.290760,1024.500000,2.9967,2.5573,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,6,1,6,avx512_c06_t06,AVX512,0.091561,57.261061,1024.500000,2.7112,2.3137,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,6,2,12,avx512_c06_t12,AVX512,0.076114,68.881940,1024.500000,3.2615,2.7832,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,7,1,7,avx512_c07_t07,AVX512,0.074905,69.993725,1024.500000,3.3141,2.8282,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,7,2,14,avx512_c07_t14,AVX512,0.067266,77.942497,1024.500000,3.6905,3.1493,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,8,1,8,avx512_c08_t08,AVX512,0.069739,75.178594,1024.500000,3.5596,3.0377,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,8,2,16,avx512_c08_t16,AVX512,0.061491,85.262559,1024.500000,4.0371,3.4451,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,9,1,9,avx512_c09_t09,AVX512,0.076959,68.125625,1024.500000,3.2256,2.7527,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,9,2,18,avx512_c09_t18,AVX512,0.058895,89.020800,1024.500000,4.2150,3.5970,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,10,1,10,avx512_c10_t10,AVX512,0.059254,88.481453,1024.500000,4.1895,3.5752,1,0,1,1,0,ok,-
throughput,n65536_b1,65536,1,10,2,20,avx512_c10_t20,AVX512,0.228359,22.958937,1024.500000,1.0871,0.9277,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,1,1,1,avx512_c01_t01,AVX512,0.594087,18.753348,1025.000000,0.8879,1.0000,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,1,2,2,avx512_c01_t02,AVX512,0.582095,19.139694,1025.000000,0.9062,1.0206,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,2,1,2,avx512_c02_t02,AVX512,0.358671,31.062227,1025.000000,1.4707,1.6564,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,2,2,4,avx512_c02_t04,AVX512,0.294977,37.769453,1025.000000,1.7883,2.0140,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,3,1,3,avx512_c03_t03,AVX512,0.222753,50.015578,1025.000000,2.3682,2.6670,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,3,2,6,avx512_c03_t06,AVX512,0.211831,52.594379,1025.000000,2.4903,2.8045,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,4,1,4,avx512_c04_t04,AVX512,0.196550,56.683388,1025.000000,2.6839,3.0226,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,4,2,8,avx512_c04_t08,AVX512,0.168243,66.220407,1025.000000,3.1354,3.5311,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,5,1,5,avx512_c05_t05,AVX512,0.190599,58.453192,1025.000000,2.7677,3.1169,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,5,2,10,avx512_c05_t10,AVX512,0.161239,69.096931,1025.000000,3.2716,3.6845,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,6,1,6,avx512_c06_t06,AVX512,0.190111,58.603237,1025.000000,2.7748,3.1249,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,6,2,12,avx512_c06_t12,AVX512,0.140141,79.499361,1025.000000,3.7642,4.2392,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,7,1,7,avx512_c07_t07,AVX512,0.162784,68.441124,1025.000000,3.2406,3.6495,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,7,2,14,avx512_c07_t14,AVX512,0.184379,60.425103,1025.000000,2.8610,3.2221,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,8,1,8,avx512_c08_t08,AVX512,0.172580,64.556264,1025.000000,3.0566,3.4424,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,8,2,16,avx512_c08_t16,AVX512,0.138754,80.294046,1025.000000,3.8018,4.2816,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,9,1,9,avx512_c09_t09,AVX512,0.136465,81.640860,1025.000000,3.8656,4.3534,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,9,2,18,avx512_c09_t18,AVX512,0.107135,103.991413,1025.000000,4.9238,5.5452,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,10,1,10,avx512_c10_t10,AVX512,0.117936,94.467508,1025.000000,4.4729,5.0374,1,0,1,1,0,ok,-
throughput,n131072_b1,131072,1,10,2,20,avx512_c10_t20,AVX512,0.310270,35.907822,1025.000000,1.7002,1.9147,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,1,1,1,avx512_c01_t01,AVX512,1.364864,17.285942,1026.000000,0.8185,1.0000,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,1,2,2,avx512_c01_t02,AVX512,1.303139,18.104715,1026.000000,0.8572,1.0474,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,2,1,2,avx512_c02_t02,AVX512,0.779570,30.264069,1026.000000,1.4330,1.7508,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,2,2,4,avx512_c02_t04,AVX512,0.721063,32.719693,1026.000000,1.5492,1.8928,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,3,1,3,avx512_c03_t03,AVX512,0.506745,46.557855,1026.000000,2.2044,2.6934,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,3,2,6,avx512_c03_t06,AVX512,0.430770,54.769274,1026.000000,2.5932,3.1684,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,4,1,4,avx512_c04_t04,AVX512,0.485919,48.553277,1026.000000,2.2989,2.8088,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,4,2,8,avx512_c04_t08,AVX512,0.384105,61.423205,1026.000000,2.9083,3.5534,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,5,1,5,avx512_c05_t05,AVX512,0.339121,69.570920,1026.000000,3.2941,4.0247,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,5,2,10,avx512_c05_t10,AVX512,0.317884,74.218772,1026.000000,3.5141,4.2936,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,6,1,6,avx512_c06_t06,AVX512,0.350329,67.345153,1026.000000,3.1887,3.8959,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,6,2,12,avx512_c06_t12,AVX512,0.321881,73.297150,1026.000000,3.4705,4.2403,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,7,1,7,avx512_c07_t07,AVX512,0.321780,73.320157,1026.000000,3.4716,4.2416,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,7,2,14,avx512_c07_t14,AVX512,0.259521,90.909637,1026.000000,4.3044,5.2592,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,8,1,8,avx512_c08_t08,AVX512,0.309230,76.295832,1026.000000,3.6125,4.4138,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,8,2,16,avx512_c08_t16,AVX512,0.234925,100.427626,1026.000000,4.7551,5.8098,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,9,1,9,avx512_c09_t09,AVX512,0.295629,79.805973,1026.000000,3.7787,4.6168,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,9,2,18,avx512_c09_t18,AVX512,0.398025,59.275071,1026.000000,2.8066,3.4291,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,10,1,10,avx512_c10_t10,AVX512,0.254173,92.822448,1026.000000,4.3950,5.3698,1,0,1,1,0,ok,-
throughput,n262144_b1,262144,1,10,2,20,avx512_c10_t20,AVX512,0.588278,40.105120,1026.000000,1.8989,2.3201,1,0,1,1,0,ok,-
throughput,n524288_b1,524288,1,1,1,1,avx512_c01_t01,AVX512,2.943841,16.919175,1028.000000,0.8011,1.0000,1,0,1,1,0,ok,-
