workload,case,length,batch,threads_field,profile,timing_mode,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,samples_ok,samples_skip,samples_expected,quality,note
throughput,n16384_b16,16384,16,1,cufft_gpu,compute,0.016165,1135.173523043613,0.016179,1134.1912355522593,4.0,3.0832092715819166,3.080541311275214,1,0,1,ok,-
throughput,n16384_b32,16384,32,1,cufft_gpu,compute,0.02345,1565.0388059701493,0.023603,1554.8938694233784,8.0,4.2507529104581385,4.223198565870582,1,0,1,ok,-
throughput,n16384_b64,16384,64,1,cufft_gpu,compute,0.037325,1966.5189551239116,0.037478,1958.490847964139,16.0,5.341200576034473,5.319395685481794,1,0,1,ok,-
throughput,n16384_b128,16384,128,1,cufft_gpu,compute,0.071782,2045.089855395503,0.071731,2046.5438931563758,32.0,5.554604538755863,5.558553805202401,1,0,1,ok,-
throughput,n16384_b256,16384,256,1,cufft_gpu,compute,0.132707,2212.402360086506,0.133478,2199.623009035197,64.0,6.0090367953608075,5.974327200002598,1,0,1,ok,-
throughput,n16384_b512,16384,512,1,cufft_gpu,compute,0.234854,2500.2876680831496,0.234342,2505.7503989895113,128.0,6.79095306873161,6.805790221146417,1,0,1,ok,-
throughput,n16384_b1024,16384,1024,1,cufft_gpu,compute,0.418544,2805.929890286326,0.419942,2796.5888622714565,256.0,7.621098340933777,7.595727467144957,1,0,1,ok,-
throughput,n16384_b2048,16384,2048,1,cufft_gpu,compute,0.810549,2897.8016628235923,0.809979,2899.8409094556773,512.0,7.870628386458528,7.876167120401361,1,0,1,ok,-
throughput,n16384_b4096,16384,4096,1,cufft_gpu,compute,1.598106,2939.492424157096,1.59657,2942.3203993561197,1024.0,7.9838633582698195,7.99154433318373,1,0,1,ok,-
throughput,n16384_b8192,16384,8192,1,cufft_gpu,compute,3.173171,2960.8366394373325,3.174853,2959.2680228029453,2048.0,8.041835713254123,8.037575242715898,1,0,1,ok,-
throughput,n16384_b16384,16384,16384,1,cufft_gpu,compute,6.325504,2970.590473106965,6.329549,2968.6920695297563,4096.0,8.068327795559783,8.063171601029488,1,0,1,ok,-
throughput,n16384_b32768,16384,32768,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n16384_b65536,16384,65536,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n32768_b1,32768,1,1,cufft_gpu,compute,0.00829,296.453558504222,0.008192,300.0,0.5,0.8051882303623397,0.8148206090947016,1,0,1,ok,-
throughput,n32768_b2,32768,2,1,cufft_gpu,compute,0.008243,596.2877593109305,0.00824,596.504854368932,1.0,1.6195585174581573,1.6201481625494647,1,0,1,ok,-
throughput,n32768_b4,32768,4,1,cufft_gpu,compute,0.008699,1130.0609265432809,0.008642,1137.514464244388,2.0,3.069323108267063,3.089567428698818,1,0,1,ok,-
throughput,n32768_b8,32768,8,1,cufft_gpu,compute,0.01408,1396.3636363636363,0.014045,1399.8433606265576,4.0,3.7926195623317014,3.802070732476352,1,0,1,ok,-
throughput,n32768_b16,32768,16,1,cufft_gpu,compute,0.025139,1564.1672302000875,0.025139,1564.1672302000875,8.0,4.248385650792025,4.248385650792025,1,0,1,ok,-
throughput,n32768_b32,32768,32,1,cufft_gpu,compute,0.057088,1377.578475336323,0.056781,1385.0266814603476,16.0,3.7415977744976434,3.761827613999779,1,0,1,ok,-
throughput,n32768_b64,32768,64,1,cufft_gpu,compute,0.110027,1429.5254801094277,0.110234,1426.8410835132536,32.0,3.882689408063865,3.875398402498711,1,0,1,ok,-
throughput,n32768_b128,32768,128,1,cufft_gpu,compute,0.21504,1462.857142857143,0.214733,1464.94856403068,64.0,3.973220493871307,3.978900937452957,1,0,1,ok,-
throughput,n32768_b256,32768,256,1,cufft_gpu,compute,0.424346,1482.6240850626612,0.424448,1482.2677925211099,128.0,4.026908866830774,4.025941151811698,1,0,1,ok,-
throughput,n32768_b512,32768,512,1,cufft_gpu,compute,0.793498,1585.752201013739,0.793656,1585.4365115364844,256.0,4.307011914344262,4.306154480037124,1,0,1,ok,-
throughput,n32768_b1024,32768,1024,1,cufft_gpu,compute,1.581107,1591.658502555488,1.581666,1591.095970957206,512.0,4.3230538350767445,4.321525960611587,1,0,1,ok,-
throughput,n32768_b2048,32768,2048,1,cufft_gpu,compute,3.15817,1593.6966027794576,3.157542,1594.013571315916,1024.0,4.328589455296382,4.329450363616184,1,0,1,ok,-
throughput,n32768_b4096,32768,4096,1,cufft_gpu,compute,6.312288,1594.7196325642935,6.306702,1596.1321146932264,2048.0,4.3313680744710545,4.335204472966496,1,0,1,ok,-
throughput,n32768_b8192,32768,8192,1,cufft_gpu,compute,12.617373,1595.630025362649,12.595557,1598.3937193091183,4096.0,4.333840763852626,4.341347146468671,1,0,1,ok,-
throughput,n32768_b16384,32768,16384,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n32768_b32768,32768,32768,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n32768_b65536,32768,65536,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n65536_b1,65536,1,1,cufft_gpu,compute,0.007619,688.1323008268802,0.007534,695.8959384125299,1.0,1.8690146016583233,1.8901011746794216,1,0,1,ok,-
throughput,n65536_b2,65536,2,1,cufft_gpu,compute,0.008602,1218.990932341316,0.00855,1226.4046783625731,2.0,3.3108631132375645,3.3309993567332783,1,0,1,ok,-
throughput,n65536_b4,65536,4,1,cufft_gpu,compute,0.013363,1569.372146972985,0.013405,1564.455054084297,4.0,4.26252256230929,4.24916740023417,1,0,1,ok,-
throughput,n65536_b8,65536,8,1,cufft_gpu,compute,0.024064,1742.9787234042553,0.02391,1754.2049351735675,8.0,4.734049950144535,4.764541112516859,1,0,1,ok,-
throughput,n65536_b16,65536,16,1,cufft_gpu,compute,0.057352,1462.6530896917284,0.057139,1468.1054971210556,16.0,3.972666271456204,3.987475384598194,1,0,1,ok,-
throughput,n65536_b32,65536,32,1,cufft_gpu,compute,0.110278,1521.3565715736593,0.109875,1526.9366097838454,32.0,4.132108960999587,4.147264728110239,1,0,1,ok,-
throughput,n65536_b64,65536,64,1,cufft_gpu,compute,0.214736,1562.5899709410626,0.214886,1561.4992135364798,64.0,4.244101706291562,4.241139134248973,1,0,1,ok,-
throughput,n65536_b128,65536,128,1,cufft_gpu,compute,0.425626,1576.70969348677,0.425566,1576.931991747461,128.0,4.282451842708034,4.283055620055291,1,0,1,ok,-
throughput,n65536_b256,65536,256,1,cufft_gpu,compute,0.789555,1699.9161299719462,0.789504,1700.0259403372245,256.0,4.617088988112164,4.6173872406079,1,0,1,ok,-
throughput,n65536_b512,65536,512,1,cufft_gpu,compute,1.577882,1701.239104064816,1.576858,1702.3438762399658,512.0,4.620682276632726,4.623682913754948,1,0,1,ok,-
throughput,n65536_b1024,65536,1024,1,cufft_gpu,compute,3.148941,1704.9252812294674,3.149013,1704.886299294414,1024.0,4.630694187041167,4.63058830942762,1,0,1,ok,-
throughput,n65536_b2048,65536,2048,1,cufft_gpu,compute,6.291302,1706.7084428628605,6.280602,1709.6160909416008,2048.0,4.635537376535285,4.643434748463793,1,0,1,ok,-
throughput,n65536_b4096,65536,4096,1,cufft_gpu,compute,12.577946,1707.3404894567045,12.55423,1710.5657997344322,4096.0,4.63725405850386,4.646014222787251,1,0,1,ok,-
throughput,n65536_b8192,65536,8192,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n65536_b16384,65536,16384,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n65536_b32768,65536,32768,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n65536_b65536,65536,65536,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n131072_b1,131072,1,1,cufft_gpu,compute,0.009626,1157.3987118221482,0.009574,1163.6849801545854,2.0,3.1435744111078194,3.160648347746384,1,0,1,ok,-
throughput,n131072_b2,131072,2,1,cufft_gpu,compute,0.014592,1527.017543859649,0.014438,1543.305166920626,4.0,4.147484550620049,4.191722853764215,1,0,1,ok,-
throughput,n131072_b4,131072,4,1,cufft_gpu,compute,0.024986,1783.578003682062,0.025037,1779.9448815752687,8.0,4.844320384427099,4.834452575200523,1,0,1,ok,-
throughput,n131072_b8,131072,8,1,cufft_gpu,compute,0.057037,1562.6516121114364,0.056422,1579.6845202226082,16.0,4.24426912794486,4.29053167648419,1,0,1,ok,-
throughput,n131072_b16,131072,16,1,cufft_gpu,compute,0.111718,1595.6060795932617,0.11136,1600.7356321839081,32.0,4.3337757254979685,4.347707942718947,1,0,1,ok,-
throughput,n131072_b32,131072,32,1,cufft_gpu,compute,0.215398,1655.1492585817882,0.21504,1657.904761904762,64.0,4.495499090067521,4.502983226387481,1,0,1,ok,-
throughput,n131072_b64,131072,64,1,cufft_gpu,compute,0.423464,1683.8070768707612,0.423373,1684.1689951886399,128.0,4.573335693246009,4.574318688260064,1,0,1,ok,-
throughput,n131072_b128,131072,128,1,cufft_gpu,compute,0.789965,1805.2234719259714,0.789757,1805.6989175151343,256.0,4.903110963155907,4.90440230603775,1,0,1,ok,-
throughput,n131072_b256,131072,256,1,cufft_gpu,compute,1.572915,1813.2745380392455,1.573069,1813.0970224446608,512.0,4.924978211803506,4.924496067253828,1,0,1,ok,-
throughput,n131072_b512,131072,512,1,cufft_gpu,compute,3.137382,1818.1571259094367,3.138509,1817.504248036249,1024.0,4.9382396558779975,4.93646639472368,1,0,1,ok,-
throughput,n131072_b1024,131072,1024,1,cufft_gpu,compute,6.288171,1814.2806358160426,6.269123,1819.7931161982306,2048.0,4.927710842481168,4.942683117889957,1,0,1,ok,-
throughput,n131072_b2048,131072,2048,1,cufft_gpu,compute,12.555571,1817.282046352173,12.516502,1822.9545091751672,4096.0,4.9358628796851445,4.951269678393475,1,0,1,ok,-
throughput,n131072_b4096,131072,4096,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n131072_b8192,131072,8192,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n131072_b16384,131072,16384,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n131072_b32768,131072,32768,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n131072_b65536,131072,65536,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n262144_b1,262144,1,1,cufft_gpu,compute,0.016077,1467.497667475275,0.015718,1501.0153963608602,4.0,3.9858244775241913,4.07686093174427,1,0,1,ok,-
throughput,n262144_b2,262144,2,1,cufft_gpu,compute,0.0256,1843.2,0.025498,1850.5733783041808,8.0,5.006257822277846,5.026284424280841,1,0,1,ok,-
throughput,n262144_b4,262144,4,1,cufft_gpu,compute,0.057382,1644.6244466905998,0.057344,1645.7142857142858,16.0,4.466912977948237,4.469873055605221,1,0,1,ok,-
throughput,n262144_b8,262144,8,1,cufft_gpu,compute,0.113664,1660.5405405405406,0.11305,1669.5593100398055,32.0,4.510142182232294,4.534637779754546,1,0,1,ok,-
throughput,n262144_b16,262144,16,1,cufft_gpu,compute,0.217792,1733.2471348809875,0.217754,1733.549601844283,64.0,4.707618287184576,4.708439808235453,1,0,1,ok,-
throughput,n262144_b32,262144,32,1,cufft_gpu,compute,0.427366,1766.5764707534058,0.426899,1768.5089915881742,128.0,4.798143053038862,4.803391912384442,1,0,1,ok,-
throughput,n262144_b64,262144,64,1,cufft_gpu,compute,0.796211,1896.4187131300623,0.795341,1898.49314947928,256.0,5.150803503104092,5.156437814736084,1,0,1,ok,-
throughput,n262144_b128,262144,128,1,cufft_gpu,compute,1.584845,1905.485318753569,1.585238,1905.0129255039305,512.0,5.175429026825982,5.174145974307974,1,0,1,ok,-
throughput,n262144_b256,262144,256,1,cufft_gpu,compute,3.160269,1911.1657140578857,3.162875,1909.5910397976525,1024.0,5.190857370698522,5.186580447232359,1,0,1,ok,-
throughput,n262144_b512,262144,512,1,cufft_gpu,compute,6.31664,1912.3450948605587,6.316406,1912.4159403306248,2048.0,5.194060649978485,5.194253071142054,1,0,1,ok,-
throughput,n262144_b1024,262144,1024,1,cufft_gpu,compute,12.621722,1914.0962730758924,12.606157,1916.459634764187,4096.0,5.19881697031199,5.205236023013214,1,0,1,ok,-
throughput,n262144_b2048,262144,2048,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n262144_b4096,262144,4096,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n262144_b8192,262144,8192,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n262144_b16384,262144,16384,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n262144_b32768,262144,32768,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n262144_b65536,262144,65536,1,cufft_gpu,compute,nan,nan,nan,nan,262144.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b1,524288,1,1,cufft_gpu,compute,0.027534,1808.9402193651486,0.027443,1814.9386000072877,8.0,4.913205904530045,4.929497918424744,1,0,1,ok,-
throughput,n524288_b2,524288,2,1,cufft_gpu,compute,0.059792,1666.020872357506,0.060314,1651.6019497960672,16.0,4.52502713992943,4.485864355716094,1,0,1,ok,-
throughput,n524288_b4,524288,4,1,cufft_gpu,compute,0.118618,1679.588595322801,0.118067,1687.4269694326103,32.0,4.561878007564797,4.583167570119686,1,0,1,ok,-
throughput,n524288_b8,524288,8,1,cufft_gpu,compute,0.223016,1786.6829285791155,0.222816,1788.2866580496911,64.0,4.852753573746467,4.857109413159925,1,0,1,ok,-
throughput,n524288_b16,524288,16,1,cufft_gpu,compute,0.433098,1840.04026802248,0.433254,1839.3777322309777,128.0,4.99767577316285,4.99587628043892,1,0,1,ok,-
throughput,n524288_b32,524288,32,1,cufft_gpu,compute,0.801536,1988.476525071862,0.80169,1988.0945502625702,256.0,5.400838844431901,5.399801374609348,1,0,1,ok,-
throughput,n524288_b64,524288,64,1,cufft_gpu,compute,1.590221,2004.5459341814753,1.590067,2004.7400769904664,512.0,5.4444844634935246,5.445011768699769,1,0,1,ok,-
throughput,n524288_b128,524288,128,1,cufft_gpu,compute,3.167334,2012.8417400880362,3.166707,2013.2402776764632,1024.0,5.467016442232575,5.468098897701073,1,0,1,ok,-
throughput,n524288_b256,524288,256,1,cufft_gpu,compute,6.32048,2017.3600992329696,6.31977,2017.5867412896355,2048.0,5.479288616067853,5.479904191463383,1,0,1,ok,-
throughput,n524288_b512,524288,512,1,cufft_gpu,compute,12.626585,2019.656805066453,12.621465,2020.4760952868783,4096.0,5.485526626888354,5.487751875409796,1,0,1,ok,-
throughput,n524288_b1024,524288,1024,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n524288_b2048,524288,2048,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b4096,524288,4096,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b8192,524288,8192,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b16384,524288,16384,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b32768,524288,32768,1,cufft_gpu,compute,nan,nan,nan,nan,262144.0,nan,nan,0,1,1,ok,memory_limit
throughput,n524288_b65536,524288,65536,1,cufft_gpu,compute,nan,nan,nan,nan,524288.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b1,1048576,1,1,cufft_gpu,compute,0.06399,1638.6560400062508,0.063846,1642.3519092817091,16.0,4.450702375382017,4.460740610229228,1,0,1,ok,-
throughput,n1048576_b2,1048576,2,1,cufft_gpu,compute,0.124774,1680.7604148300127,0.124058,1690.460913443712,32.0,4.565060749846848,4.591407970476636,1,0,1,ok,-
throughput,n1048576_b4,1048576,4,1,cufft_gpu,compute,0.231422,1812.4050436000034,0.233626,1795.3070291833956,64.0,4.92261660517488,4.876177223437378,1,0,1,ok,-
throughput,n1048576_b8,1048576,8,1,cufft_gpu,compute,0.442312,1896.5363815587186,0.442008,1897.840763063112,128.0,5.151123098639788,5.1546658884127945,1,0,1,ok,-
throughput,n1048576_b16,1048576,16,1,cufft_gpu,compute,0.81664,2054.4200626959246,0.816589,2054.5483713349067,256.0,5.579946022740894,5.580294517818786,1,0,1,ok,-
throughput,n1048576_b32,1048576,32,1,cufft_gpu,compute,1.611048,2082.770469905304,1.607322,2087.598626784179,512.0,5.656947676308992,5.670061282071825,1,0,1,ok,-
throughput,n1048576_b64,1048576,64,1,cufft_gpu,compute,3.190672,2103.283070149486,3.190733,2103.2428598695033,1024.0,5.712661307725926,5.712552093843169,1,0,1,ok,-
throughput,n1048576_b128,1048576,128,1,cufft_gpu,compute,6.352077,2112.9738824009846,6.351974,2113.0081451844735,2048.0,5.7389822195305555,5.739075279604261,1,0,1,ok,-
throughput,n1048576_b256,1048576,256,1,cufft_gpu,compute,12.680653,2116.8898478650904,12.628173,2125.6871916468044,4096.0,5.749618250746077,5.773512440808183,1,0,1,ok,-
throughput,n1048576_b512,1048576,512,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n1048576_b1024,1048576,1024,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b2048,1048576,2048,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b4096,1048576,4096,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b8192,1048576,8192,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b16384,1048576,16384,1,cufft_gpu,compute,nan,nan,nan,nan,262144.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b32768,1048576,32768,1,cufft_gpu,compute,nan,nan,nan,nan,524288.0,nan,nan,0,1,1,ok,memory_limit
throughput,n1048576_b65536,1048576,65536,1,cufft_gpu,compute,nan,nan,nan,nan,1048576.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b1,2097152,1,1,cufft_gpu,compute,0.127027,1733.4972879781465,0.127386,1728.611935377514,32.0,4.708297720181222,4.695028766908924,1,0,1,ok,-
throughput,n2097152_b2,2097152,2,1,cufft_gpu,compute,0.236749,1860.2060409970052,0.238126,1849.4491151743196,64.0,5.05244739788941,5.023230848386653,1,0,1,ok,-
throughput,n2097152_b4,2097152,4,1,cufft_gpu,compute,0.454195,1939.2636202512138,0.454195,1939.2636202512138,128.0,5.267173214160967,5.267173214160967,1,0,1,ok,-
throughput,n2097152_b8,2097152,8,1,cufft_gpu,compute,0.838242,2101.5502444401495,0.840195,2096.6652741327907,256.0,5.707954834059472,5.694686919121967,1,0,1,ok,-
throughput,n2097152_b16,2097152,16,1,cufft_gpu,compute,1.649608,2135.789448159805,1.649138,2136.398142544772,512.0,5.80095086349203,5.802604119257067,1,0,1,ok,-
throughput,n2097152_b32,2097152,32,1,cufft_gpu,compute,3.280883,2147.7238658007614,3.278643,2149.1912111199663,1024.0,5.833365561663345,5.8373509723525006,1,0,1,ok,-
throughput,n2097152_b64,2097152,64,1,cufft_gpu,compute,6.527539,2158.9854062917125,6.527685,2158.9371178296747,2048.0,5.863952679270616,5.86382152449045,1,0,1,ok,-
throughput,n2097152_b128,2097152,128,1,cufft_gpu,compute,13.027318,2163.5860028902343,13.021951,2164.4777253423854,4096.0,5.8764482156793045,5.8788701951179885,1,0,1,ok,-
throughput,n2097152_b256,2097152,256,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n2097152_b512,2097152,512,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b1024,2097152,1024,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b2048,2097152,2048,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b4096,2097152,4096,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b8192,2097152,8192,1,cufft_gpu,compute,nan,nan,nan,nan,262144.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b16384,2097152,16384,1,cufft_gpu,compute,nan,nan,nan,nan,524288.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b32768,2097152,32768,1,cufft_gpu,compute,nan,nan,nan,nan,1048576.0,nan,nan,0,1,1,ok,memory_limit
throughput,n2097152_b65536,2097152,65536,1,cufft_gpu,compute,nan,nan,nan,nan,2097152.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b1,4194304,1,1,cufft_gpu,compute,0.260699,1769.7553116812876,0.259533,1777.7062647139285,64.0,4.8067770033757675,4.8283723380189,1,0,1,ok,-
throughput,n4194304_b2,4194304,2,1,cufft_gpu,compute,0.509952,1809.4779116465866,0.510872,1806.2193269546972,128.0,4.914666313704267,4.905815773826161,1,0,1,ok,-
throughput,n4194304_b4,4194304,4,1,cufft_gpu,compute,0.949606,1943.4310229716325,0.949494,1943.660265362393,256.0,5.278492166237616,5.279114804319181,1,0,1,ok,-
throughput,n4194304_b8,4194304,8,1,cufft_gpu,compute,1.879437,1963.8793532318455,1.877965,1965.4186952365992,512.0,5.334031235962937,5.338212194595998,1,0,1,ok,-
throughput,n4194304_b16,4194304,16,1,cufft_gpu,compute,3.721818,1983.4325697817571,3.726643,1980.8645582632948,1024.0,5.387139115359469,5.380164219660683,1,0,1,ok,-
throughput,n4194304_b32,4194304,32,1,cufft_gpu,compute,7.438182,1984.8869091936713,7.379302,2000.7244696043067,2048.0,5.391089201110956,5.43410510317885,1,0,1,ok,-
throughput,n4194304_b64,4194304,64,1,cufft_gpu,compute,14.781337,1997.6474496183937,14.564041,2027.4524192839062,4096.0,5.425747705515122,5.50670005063813,1,0,1,ok,-
throughput,n4194304_b128,4194304,128,1,cufft_gpu,compute,nan,nan,nan,nan,8192.0,nan,nan,0,1,1,ok,CUFFT_INTERNAL_ERROR
throughput,n4194304_b256,4194304,256,1,cufft_gpu,compute,nan,nan,nan,nan,16384.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b512,4194304,512,1,cufft_gpu,compute,nan,nan,nan,nan,32768.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b1024,4194304,1024,1,cufft_gpu,compute,nan,nan,nan,nan,65536.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b2048,4194304,2048,1,cufft_gpu,compute,nan,nan,nan,nan,131072.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b4096,4194304,4096,1,cufft_gpu,compute,nan,nan,nan,nan,262144.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b8192,4194304,8192,1,cufft_gpu,compute,nan,nan,nan,nan,524288.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b16384,4194304,16384,1,cufft_gpu,compute,nan,nan,nan,nan,1048576.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b32768,4194304,32768,1,cufft_gpu,compute,nan,nan,nan,nan,2097152.0,nan,nan,0,1,1,ok,memory_limit
throughput,n4194304_b65536,4194304,65536,1,cufft_gpu,compute,nan,nan,nan,nan,4194304.0,nan,nan,0,1,1,ok,memory_limit
