workload,case,length,batch,threads,profile,isa,avg_fwd_ms,avg_fwd_sp_gflops,avg_bwd_ms,avg_bwd_sp_gflops,avg_mem_mb,fwd_pct_of_peak,bwd_pct_of_peak,fwd_speedup_vs_sse42_1t,bwd_speedup_vs_sse42_1t,samples_ok,samples_skip,samples_expected,quality,note
throughput,n262144_b1,262144,1,1,baseline_sse42_1t,SSE4_2,1.169852,20.167467,1.200304,19.655827,4.000000,0.9549,0.9307,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b1,262144,1,10,avx512_phys,AVX512,0.203735,115.802080,0.199207,118.434392,4.000000,5.4831,5.6077,5.7420,6.0254,5,0,5,ok,-
throughput,n262144_b1,262144,1,20,avx512_logical,AVX512,0.148938,158.408354,0.276752,85.249527,4.000000,7.5004,4.0364,7.8546,4.3371,5,0,5,ok,-
throughput,n262144_b4,262144,4,1,baseline_sse42_1t,SSE4_2,7.120401,13.253726,7.171066,13.160085,16.000000,0.6275,0.6231,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b4,262144,4,10,avx512_phys,AVX512,0.720178,131.039640,0.704656,133.926114,16.000000,6.2045,6.3412,9.8870,10.1767,5,0,5,ok,-
throughput,n262144_b4,262144,4,20,avx512_logical,AVX512,3.278885,28.781688,6.332639,14.902452,16.000000,1.3628,0.7056,2.1716,1.1324,5,0,5,ok,-
throughput,n262144_b16,262144,16,1,baseline_sse42_1t,SSE4_2,33.704535,11.199898,33.809841,11.165014,64.000000,0.5303,0.5286,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b16,262144,16,10,avx512_phys,AVX512,3.953070,95.492212,3.894466,96.929171,64.000000,4.5214,4.5894,8.5262,8.6815,5,0,5,ok,-
throughput,n262144_b16,262144,16,20,avx512_logical,AVX512,27.601584,13.676294,18.620756,20.272397,64.000000,0.6476,0.9599,1.2211,1.8157,5,0,5,ok,-
throughput,n262144_b64,262144,64,1,baseline_sse42_1t,SSE4_2,134.730916,11.207149,129.437231,11.665496,256.000000,0.5306,0.5523,1.0000,1.0000,5,0,5,ok,-
throughput,n262144_b64,262144,64,10,avx512_phys,AVX512,16.056194,94.041552,15.611446,96.720663,256.000000,4.4527,4.5796,8.3912,8.2912,5,0,5,ok,-
throughput,n262144_b64,262144,64,20,avx512_logical,AVX512,67.402307,22.402044,91.638007,16.477327,256.000000,1.0607,0.7802,1.9989,1.4125,5,0,5,ok,-
throughput,n524288_b1,524288,1,1,baseline_sse42_1t,SSE4_2,2.775284,17.946763,2.791307,17.843739,8.000000,0.8498,0.8449,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b1,524288,1,10,avx512_phys,AVX512,0.327305,152.174335,0.312685,159.289253,8.000000,7.2052,7.5421,8.4792,8.9269,5,0,5,ok,-
throughput,n524288_b1,524288,1,20,avx512_logical,AVX512,0.481078,103.532816,0.776635,64.132296,8.000000,4.9021,3.0366,5.7689,3.5941,5,0,5,ok,-
throughput,n524288_b4,524288,4,1,baseline_sse42_1t,SSE4_2,14.130960,14.098790,13.941964,14.289912,32.000000,0.6676,0.6766,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b4,524288,4,10,avx512_phys,AVX512,1.697861,117.341431,1.657032,120.232676,32.000000,5.5559,5.6928,8.3228,8.4138,5,0,5,ok,-
throughput,n524288_b4,524288,4,20,avx512_logical,AVX512,3.783599,52.656061,4.426068,45.012742,32.000000,2.4932,2.1313,3.7348,3.1500,5,0,5,ok,-
throughput,n524288_b16,524288,16,1,baseline_sse42_1t,SSE4_2,55.414550,14.381020,55.612121,14.329929,128.000000,0.6809,0.6785,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b16,524288,16,10,avx512_phys,AVX512,7.170006,111.146032,7.286098,109.375103,128.000000,5.2626,5.1787,7.7287,7.6326,5,0,5,ok,-
throughput,n524288_b16,524288,16,20,avx512_logical,AVX512,19.612592,40.632965,21.490889,37.081656,128.000000,1.9239,1.7558,2.8255,2.5877,5,0,5,ok,-
throughput,n524288_b64,524288,64,1,baseline_sse42_1t,SSE4_2,220.663109,14.445872,224.375008,14.206890,512.000000,0.6840,0.6727,1.0000,1.0000,5,0,5,ok,-
throughput,n524288_b64,524288,64,10,avx512_phys,AVX512,30.466923,104.627272,30.730969,103.728296,512.000000,4.9539,4.9114,7.2427,7.3013,5,0,5,ok,-
throughput,n524288_b64,524288,64,20,avx512_logical,AVX512,86.134644,37.008002,91.185814,34.957971,512.000000,1.7523,1.6552,2.5618,2.4606,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,1,baseline_sse42_1t,SSE4_2,7.310968,14.342505,7.347064,14.272041,16.000000,0.6791,0.6758,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,10,avx512_phys,AVX512,0.885911,118.361379,0.728988,143.839993,16.000000,5.6042,6.8106,8.2525,10.0784,5,0,5,ok,-
throughput,n1048576_b1,1048576,1,20,avx512_logical,AVX512,2.214081,47.359428,1.560471,67.196105,16.000000,2.2424,3.1816,3.3020,4.7082,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,1,baseline_sse42_1t,SSE4_2,33.955725,12.352274,33.726428,12.436253,64.000000,0.5849,0.5888,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,10,avx512_phys,AVX512,4.141107,101.284603,4.034763,103.954160,64.000000,4.7957,4.9221,8.1997,8.3590,5,0,5,ok,-
throughput,n1048576_b4,1048576,4,20,avx512_logical,AVX512,13.877562,30.223637,14.248691,29.436416,64.000000,1.4310,1.3938,2.4468,2.3670,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,1,baseline_sse42_1t,SSE4_2,134.853014,12.441113,135.441549,12.387053,256.000000,0.5891,0.5865,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,10,avx512_phys,AVX512,15.602373,107.529901,16.188805,103.634681,256.000000,5.0914,4.9069,8.6431,8.3664,5,0,5,ok,-
throughput,n1048576_b16,1048576,16,20,avx512_logical,AVX512,74.882613,22.404688,60.193495,27.872142,256.000000,1.0608,1.3197,1.8009,2.2501,5,0,5,ok,-
throughput,n1048576_b64,1048576,64,1,baseline_sse42_1t,SSE4_2,533.565445,12.577438,549.333501,12.216416,1024.000000,0.5955,0.5784,1.0000,1.0000,5,0,5,ok,-
throughput,n1048576_b64,1048576,64,10,avx512_phys,AVX512,61.626022,108.896960,66.286697,101.240319,1024.000000,5.1561,4.7936,8.6581,8.2872,5,0,5,ok,-
throughput,n1048576_b64,1048576,64,20,avx512_logical,AVX512,287.489659,23.343053,285.840045,23.477769,1024.000000,1.1053,1.1116,1.8559,1.9218,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,1,baseline_sse42_1t,SSE4_2,16.542977,13.310842,16.693535,13.190793,32.000000,0.6302,0.6246,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,10,avx512_phys,AVX512,1.654190,133.117074,1.669491,131.897032,32.000000,6.3029,6.2451,10.0006,9.9992,5,0,5,ok,-
throughput,n2097152_b1,2097152,1,20,avx512_logical,AVX512,5.527419,39.837932,5.414213,40.670907,32.000000,1.8863,1.9257,2.9929,3.0833,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,1,baseline_sse42_1t,SSE4_2,71.820373,12.263983,71.074108,12.392753,128.000000,0.5807,0.5868,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,10,avx512_phys,AVX512,8.747483,100.692265,8.462853,104.078833,128.000000,4.7676,4.9280,8.2104,8.3984,5,0,5,ok,-
throughput,n2097152_b4,2097152,4,20,avx512_logical,AVX512,33.560372,26.245354,33.794630,26.063426,128.000000,1.2427,1.2341,2.1400,2.1031,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,1,baseline_sse42_1t,SSE4_2,281.017036,12.537373,286.662525,12.290464,512.000000,0.5936,0.5819,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,10,avx512_phys,AVX512,34.782823,101.291818,36.564629,96.355836,512.000000,4.7960,4.5623,8.0792,7.8399,5,0,5,ok,-
throughput,n2097152_b16,2097152,16,20,avx512_logical,AVX512,117.224199,30.055359,116.124408,30.340007,512.000000,1.4231,1.4366,2.3973,2.4686,5,0,5,ok,-
throughput,n2097152_b64,2097152,64,1,baseline_sse42_1t,SSE4_2,1115.729252,12.631076,1177.946460,11.963924,2048.000000,0.5981,0.5665,1.0000,1.0000,5,0,5,ok,-
throughput,n2097152_b64,2097152,64,10,avx512_phys,AVX512,159.519371,88.345769,174.794440,80.625342,2048.000000,4.1830,3.8175,6.9943,6.7390,5,0,5,ok,-
throughput,n2097152_b64,2097152,64,20,avx512_logical,AVX512,417.902322,33.722860,434.820968,32.410722,2048.000000,1.5967,1.5346,2.6698,2.7090,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,1,baseline_sse42_1t,SSE4_2,36.128554,12.770327,36.116278,12.774667,64.000000,0.6047,0.6049,1.0000,1.0000,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,10,avx512_phys,AVX512,4.495730,102.624815,4.530886,101.828530,64.000000,4.8591,4.8214,8.0362,7.9711,5,0,5,ok,-
throughput,n4194304_b1,4194304,1,20,avx512_logical,AVX512,11.937114,38.650335,11.077490,41.649637,64.000000,1.8300,1.9720,3.0266,3.2603,5,0,5,ok,-
throughput,n4194304_b4,4194304,4,1,baseline_sse42_1t,SSE4_2,145.814213,12.656474,145.904692,12.648625,256.000000,0.5993,0.5989,1.0000,1.0000,5,0,5,ok,-
throughput,n4194304_b4,4194304,4,10,avx512_phys,AVX512,19.984570,92.345933,20.447556,90.254980,256.000000,4.3724,4.2734,7.2963,7.1356,5,0,5,ok,-
throughput,n4194304_b4,4194304,4,20,avx512_logical,AVX512,46.941850,39.314466,52.013661,35.480943,256.000000,1.8615,1.6800,3.1063,2.8051,5,0,5,ok,-
throughput,n4194304_b16,4194304,16,1,baseline_sse42_1t,SSE4_2,560.662184,13.166529,587.260297,12.570193,1024.000000,0.6234,0.5952,1.0000,1.0000,5,0,5,ok,-
throughput,n4194304_b16,4194304,16,10,avx512_phys,AVX512,95.288833,77.469466,100.949663,73.125306,1024.000000,3.6681,3.4624,5.8838,5.8174,5,0,5,ok,-
throughput,n4194304_b16,4194304,16,20,avx512_logical,AVX512,197.215314,37.431044,189.801608,38.893111,1024.000000,1.7723,1.8415,2.8429,3.0941,5,0,5,ok,-
throughput,n4194304_b64,4194304,64,1,baseline_sse42_1t,SSE4_2,-1.000000,-1.000000,-1.000000,-1.000000,4096.000000,-1.0000,-1.0000,-,-,0,5,5,ok,skip:memory_limit
throughput,n4194304_b64,4194304,64,10,avx512_phys,AVX512,-1.000000,-1.000000,-1.000000,-1.000000,4096.000000,-1.0000,-1.0000,-,-,0,5,5,ok,skip:memory_limit
throughput,n4194304_b64,4194304,64,20,avx512_logical,AVX512,-1.000000,-1.000000,-1.000000,-1.000000,4096.000000,-1.0000,-1.0000,-,-,0,5,5,ok,skip:memory_limit
